epoch,train_loss,val_energy,lr
0,2.31947506277678,1.7799116963231216,0.001
1500,0.6263149229756747,0.7969204619081239,0.001
3000,0.5589839081692659,0.7736963208987379,0.001
4500,0.5780585686591052,0.7663617469981003,0.001
6000,0.6150513484344481,0.760639179235502,0.001
