epoch,train_total,train_complement,train_full,val_total,val_complement,val_full,lr,seconds
0,0.9199199765251169,0.4428269282780216,0.47709304824709525,0.9454405912119791,0.45670678303422046,0.48873380817775863,0.001,0.06161069869995117
100,0.8927697318002197,0.43459483216178857,0.45817489963843105,0.8559153360365053,0.41678847910247346,0.4391268569340318,0.001,4.090723037719727
200,1.024996276426056,0.5041258074736653,0.5208704689523906,0.83973517982899,0.41046207183124483,0.4292731079977452,0.001,8.045746564865112
300,0.9325492881979255,0.4577980083494223,0.4747512798485032,0.8387609506710009,0.410379244318324,0.42838170635267686,0.001,12.099776983261108
400,0.8861934887561255,0.43409528509172496,0.4520982036644005,0.838529909559098,0.4103469401452609,0.4281829694138371,0.001,16.054195404052734
500,1.0080034541966638,0.4956459998759775,0.5123574543206864,0.8384082078343897,0.40986268453383695,0.42854552330055284,0.001,20.142537832260132
600,0.9042532300691996,0.4428263649166515,0.46142686515254805,0.8396525877103586,0.41056953021711257,0.429083057493246,0.001,24.256073236465454
700,0.8983319364798714,0.4329929477424477,0.46533898873742374,0.8374613368928112,0.40784285472691245,0.42961848216589876,0.001,28.215800285339355
800,0.8501972846899185,0.41336605545527794,0.4368312292346406,0.8378075406120621,0.40627049546376554,0.43153704514829655,0.001,32.18190908432007
900,0.9117175703648079,0.44592371379804074,0.46579385656676714,0.8349412757589294,0.4075416783624932,0.4273995973964362,0.001,36.23894715309143
1000,0.8942355677527362,0.4336477143550965,0.46058785339763963,0.83264586667781,0.4051417749896962,0.4275040916881139,0.001,40.55427885055542
1100,0.7882983634063377,0.38334529909357185,0.4049530643127659,0.8301923485471967,0.4041585709028445,0.42603377764435213,0.001,44.560914754867554
1200,0.8325914973505909,0.40414973990645253,0.42844175744413837,0.827421389821052,0.40282662436217737,0.4245947654588746,0.001,48.53283643722534
1300,0.7201224785552844,0.34870088684279965,0.37142159171248473,0.8279703314705957,0.40356900747176566,0.42440132399883007,0.001,52.56426787376404
1400,0.8826865749846087,0.4296598440303269,0.45302673095428175,0.8255944596932275,0.4018512844910333,0.42374317520219423,0.001,56.53862452507019
1500,0.7116787376735216,0.3435487339869849,0.3681300036865367,0.8255963910553206,0.4016411412659431,0.42395524978937743,0.001,60.60943245887756
1600,0.8380357746171383,0.40338089186508475,0.4346548827520535,0.8258141624979318,0.4012587806561119,0.4245553818418199,0.001,64.85366249084473
1700,0.8186003882038377,0.3960202628959572,0.4225801253078805,0.8261888862639135,0.4020576281800396,0.4241312580838739,0.001,68.91596698760986
1800,0.7398463840642382,0.3540567012155771,0.38578968284866105,0.8258198838361619,0.400520236402982,0.42529964743317983,0.001,73.15647339820862
1900,0.8632359685240949,0.41797443616128543,0.4452615323628094,0.8261925439584098,0.4012256003673305,0.4249669435910793,0.001,77.10311532020569
2000,0.7392143240675354,0.3517052399978877,0.3875090840696477,0.8248276925126556,0.4004540912235526,0.4243736012891031,0.001,81.05067563056946
2100,0.7104498030391098,0.3427029437353743,0.3677468593037355,0.8228595980058241,0.4006150657717768,0.4222445322340473,0.001,85.1703941822052
2200,0.9182675373575209,0.44734266441593223,0.4709248729415887,0.8223145389532185,0.40041741286854454,0.421897126084674,0.001,89.06015610694885
2300,0.9033645986683794,0.4389662760398187,0.4643983226285606,0.8229804642445119,0.40010631904615507,0.4228741451983568,0.001,93.01608276367188
2400,0.7568068607165506,0.3617692171104191,0.39503764360613147,0.8232289688321014,0.3999439989518649,0.4232849698802365,0.001,97.0986270904541
2500,0.9059470057114526,0.4415564527493385,0.46439055296211407,0.8228407480683151,0.3995484291083489,0.42329231895996616,0.001,101.00893092155457
2600,0.9049128057883407,0.4392308923513502,0.4656819134369904,0.8189220399350987,0.39731038097906896,0.42161165895602976,0.001,105.06145453453064
2700,0.7957898516703734,0.38490015367852265,0.4108896979918507,0.8171533209680535,0.39643347873598384,0.42071984223206965,0.001,109.13310670852661
2800,0.8221314256552457,0.39548223034997265,0.426649195305273,0.8147237441179145,0.3948669737498989,0.41985677036801555,0.001,113.17091798782349
2900,0.8039601040473301,0.38388510976478424,0.42007499428254585,0.818169356511425,0.3964563603665683,0.4217129961448567,0.001,117.36655974388123
3000,0.8261034542491986,0.39965447949793353,0.4264489747512651,0.8126680791158065,0.3931881269274677,0.4194799521883388,0.001,121.54130268096924
