epoch,train_loss,train_cgc,train_energy,val_total,val_cgc,val_energy,lr
0,0.11928938685803442,0.08624986554857189,0.33039521309462533,0.12614053346425555,0.09590107953518878,0.3023945392906677,0.001
1000,0.11866115156217358,0.08971826761569997,0.289428839464736,0.12651156416602288,0.09616263087986757,0.303489332861553,0.001
2000,0.11260100524599649,0.08642633098098418,0.2617467426501231,0.12630098286058558,0.09579278869216323,0.30508194168422353,0.001
3000,0.13488666685150277,0.10140155271669588,0.3348511413480689,0.12709846028019145,0.09640279786231638,0.30695662417875075,0.001
4000,0.14473637364880182,0.11786720378325927,0.26869169865542564,0.12657571732740802,0.09614748021183116,0.3042823711557688,0.001
