epoch,train_loss,val_loss,lr,seconds,omega
0,1.0012270358356101,1.0013232338920026,0.001,0.08187437057495117,nan
100,0.998804481522708,0.9991819944321483,0.001,3.3415253162384033,nan
200,0.995881708987503,0.9978871062441362,0.001,6.287587881088257,nan
300,0.9945054001034364,0.9938573244673515,0.001,9.120547533035278,nan
400,0.9869961573846634,0.9811572090764363,0.001,12.040812253952026,nan
500,0.9720127050479896,0.9717589354589058,0.001,14.959195137023926,nan
600,0.9646868215072517,0.9608515620497798,0.001,17.96060848236084,nan
700,0.9312334720392111,0.9400741118507938,0.001,20.870795488357544,nan
800,0.9169737387842625,0.9261899554578323,0.001,23.78518033027649,nan
900,0.932908463423258,0.9195655608494693,0.001,26.746275186538696,nan
1000,0.9119525122020816,0.9154811638747197,0.001,29.632169485092163,nan
1100,0.9292392306984192,0.9102414074958973,0.001,32.519914865493774,nan
1200,0.9154015653691325,0.9019741157693094,0.001,35.432743310928345,nan
1300,0.9170770626444196,0.8952687980827566,0.001,38.32316541671753,nan
1400,0.906787116323533,0.8882694750313169,0.001,41.280967235565186,nan
1500,0.8844173209083044,0.8926081809087054,0.001,44.25665283203125,nan
1600,0.9076133572069046,0.8850165471588508,0.001,47.281816720962524,nan
1700,0.9022969990633987,0.869651595079768,0.001,50.13890528678894,nan
1800,0.860048588275953,0.8677792996010346,0.001,52.99372100830078,nan
1900,0.8490558752309074,0.8640492609285748,0.001,55.87101125717163,nan
2000,0.8546901817330463,0.856836199008884,0.001,58.71692609786987,nan
2100,0.8250094972123754,0.8505662194387082,0.001,61.62170600891113,nan
2200,0.8107760244897275,0.8455811323295079,0.001,64.54210448265076,nan
2300,0.8349021032781032,0.8372617545860098,0.001,67.44812345504761,nan
2400,0.746329807711988,0.8254118201810453,0.001,70.28661346435547,nan
2500,0.7470381862539899,0.8260930283768149,0.001,73.19175291061401,nan
2600,0.8074620399870615,0.8138007510708539,0.001,76.1411464214325,nan
2700,0.7872992848298861,0.8116354626342086,0.001,79.20127415657043,nan
2800,0.7560470043214311,0.813282919085856,0.001,82.1395902633667,nan
2900,0.7676029503003787,0.8021857323450893,0.001,85.07658171653748,nan
3000,0.8230302012474804,0.7974144808214509,0.001,88.07243800163269,nan
