epoch,train_loss,val_loss,lr,seconds,omega
0,0.20765935870264118,0.18264097055203388,0.001,0.05470108985900879,0.6656666666904097
100,0.14193448304584277,0.15349004824438425,0.001,3.3552093505859375,0.6201884841976667
200,0.12193702389517806,0.13458553665702092,0.001,6.620955228805542,0.651805082884959
300,0.11011428946543513,0.12553641547680336,0.001,9.88468861579895,0.6823102249617774
400,0.1125186476573553,0.11892718213721978,0.001,13.138002634048462,0.6977097159718401
500,0.1054584822616031,0.11609222674186882,0.001,16.42232608795166,0.7129539316701576
600,0.10100047549413088,0.11173601474635533,0.001,19.746888160705566,0.7133823282939012
700,0.09596106713935601,0.1082752960453209,0.001,23.07496738433838,0.7237829891949807
800,0.09577454625488838,0.10844802855175681,0.001,26.33666229248047,0.73177122611237
900,0.09141004673329108,0.10527235273646443,0.001,29.571044445037842,0.7284929323230118
1000,0.08299890495562354,0.10337269718366651,0.001,32.791844844818115,0.7385383353923581
1100,0.0872791966503885,0.10159760876351298,0.001,36.0716917514801,0.7391037546242184
1200,0.09029095223272227,0.1011624798105273,0.001,39.311814069747925,0.74299539042238
1300,0.08930413089831818,0.09799081023551537,0.001,42.66019940376282,0.7429308309160327
1400,0.08463529106918172,0.09754751200729253,0.001,46.02552938461304,0.7433585424951665
1500,0.07696770938105671,0.09639253949258883,0.001,49.58917164802551,0.7461443150299428
1600,0.08128353511548386,0.09535696859071631,0.001,53.01722550392151,0.7536256834197382
1700,0.0909871471981126,0.09487542288248882,0.001,56.73685097694397,0.7533730497957
1800,0.07464166622859039,0.0918861758836317,0.001,60.43667244911194,0.7514348054900422
1900,0.06668539172385335,0.0921819701026664,0.001,63.851770639419556,0.7540259182628698
2000,0.07239479891608198,0.09109287044573419,0.001,67.38709425926208,0.7533528497537024
2100,0.07641958075777354,0.09101760051946298,0.001,70.77510714530945,0.7544247711246309
2200,0.06329054182288536,0.08997809266415674,0.001,74.11447596549988,0.7562040539839756
2300,0.06691298895084176,0.08820006080101694,0.001,77.41859245300293,0.7536755158552417
2400,0.06507081662218966,0.08830253568104177,0.001,81.04559350013733,0.7601376918945809
2500,0.06468561912838815,0.0895544095895539,0.001,84.34000062942505,0.7550450492388185
2600,0.06769408617699962,0.08882883145720592,0.001,87.55000758171082,0.7566262281496665
2700,0.05943933136548747,0.08866126517600095,0.001,91.0789065361023,0.7625630380809729
2800,0.06129687517971821,0.08629772538152955,0.001,94.43647503852844,0.7650630356469873
2900,0.06373286321620684,0.08561047514811795,0.001,97.71059513092041,0.7617337246290593
3000,0.06296767806932604,0.0848317775284678,0.001,100.9758403301239,0.7651871591343169
