epoch,train_loss,val_loss,lr,seconds,omega
0,0.20666168938424084,0.18377604618964855,0.001,0.06320071220397949,0.665666666690424
100,0.16510941795591724,0.17473977577700178,0.001,2.926854372024536,0.6105673819964597
200,0.17436790741211797,0.17412311344671733,0.001,6.017639875411987,0.5977951752821304
300,0.16966942252155173,0.17331707674022756,0.001,9.050580978393555,0.6036859139711777
400,0.16552732454680524,0.17334850774145696,0.001,12.02145767211914,0.6004753828764394
500,0.18723523435285233,0.17248501627778456,0.001,14.991924285888672,0.605704278697547
600,0.17427634279913937,0.1719312106981987,0.001,17.98854374885559,0.5952419448264173
700,0.17094573983864927,0.17112264370493818,0.001,20.91382145881653,0.5949598481402663
800,0.17815434897318666,0.1701436248747794,0.001,23.906140089035034,0.605515897808628
900,0.17024932703454057,0.16939666119000282,0.001,26.835720539093018,0.6014955438755432
1000,0.15944277994246142,0.16761655498634437,0.001,29.800079107284546,0.6113178393008353
1100,0.16847565071121504,0.16180022037019146,0.001,32.7879683971405,0.6192887239669048
1200,0.16676662019738206,0.1602612474688053,0.001,35.688786029815674,0.6199775719213478
1300,0.16306461764424063,0.15902232551683815,0.001,38.683101654052734,0.6209144501229332
1400,0.16633529033861305,0.15850222751687076,0.001,41.48902130126953,0.6247614970512566
1500,0.16372849615167273,0.15502139145986346,0.001,44.43305969238281,0.6313847179725559
1600,0.1601255704564241,0.15370310831879003,0.001,47.33895921707153,0.6405583674658855
1700,0.16387217222283737,0.15382118086281948,0.001,50.243701696395874,0.6428554533895706
1800,0.15240135090844065,0.14924721076390138,0.001,53.15918803215027,0.6442745199673836
1900,0.1241603144756068,0.14927304958518298,0.001,56.06307530403137,0.6455453521989973
2000,0.1586763301209554,0.14870010375217396,0.001,59.02059030532837,0.6476053473486415
2100,0.15846159869871435,0.15578242982599755,0.001,61.926756858825684,0.6458995241861264
2200,0.13491044872850272,0.14775392679326124,0.001,64.89197659492493,0.6463788840466319
2300,0.14742697585043915,0.14376837012146418,0.001,67.76573133468628,0.6482782137917121
2400,0.13631097113257296,0.14390515074589522,0.001,70.66704154014587,0.6551341166216379
2500,0.1318643414985301,0.142048595953714,0.001,73.63888192176819,0.6492182655582504
2600,0.15097865789053394,0.1415462255547289,0.001,76.64148306846619,0.6565263792483
2700,0.1337779133716243,0.14377106520180089,0.001,79.81659412384033,0.6614533340559582
2800,0.13530783768634358,0.140035597860666,0.001,83.01646375656128,0.6671936273952357
2900,0.13858562696352036,0.13682843691218016,0.001,85.86148953437805,0.6623372956845942
3000,0.1310140889291534,0.1358923753660271,0.001,88.81299209594727,0.6727275860844623
