epoch,train_loss,val_energy,lr
0,0.30664566900913615,0.29867411050998993,0.001
750,0.3519629114260699,0.2941909739248245,0.001
1500,0.3115138462512999,0.29408514717948986,0.001
2250,0.2918626509947231,0.29394279730274303,0.001
3000,0.26041486222582977,0.29375738304281535,0.001
