epoch,train_loss,val_loss,lr,seconds,omega
0,0.21261728758330867,0.1875856525367216,0.001,0.05381655693054199,0.6656666666891905
100,0.14864477242866395,0.16094255918970074,0.001,3.395484209060669,0.6150239189123876
200,0.1310394533458772,0.1455980328960367,0.001,6.635106801986694,0.6363106056856359
300,0.12176010624801327,0.13907235067558868,0.001,9.911115169525146,0.6635657248029354
400,0.12321999570158274,0.1335855453110415,0.001,13.169196605682373,0.6754228581880206
500,0.1198596358577908,0.12968034196818085,0.001,16.514673709869385,0.6885762605442571
600,0.11473687395964685,0.127457205542284,0.001,19.879452228546143,0.6878428783455411
700,0.10979867185127022,0.12475059115231465,0.001,23.108679056167603,0.6972829482330262
800,0.10680306559975376,0.12309186132305097,0.001,26.518669605255127,0.7066970799189995
900,0.10587043146482117,0.12144611401823932,0.001,29.856571197509766,0.7030698073400854
1000,0.09674234284062627,0.12005189212256026,0.001,33.080838680267334,0.7148296526251575
1100,0.10073170885569217,0.11754448707568285,0.001,36.5179979801178,0.7147638530568093
1200,0.10758404886690351,0.11703081381983205,0.001,39.892887353897095,0.7186824738142505
1300,0.10552965883473753,0.11560590029801544,0.001,43.26940107345581,0.7189760286997402
1400,0.10162338350761435,0.11501698090022351,0.001,46.65430998802185,0.7201493430317104
1500,0.08653570801126127,0.11471318364205951,0.001,49.93616437911987,0.7229487215151422
1600,0.09449771476241299,0.11213340793898632,0.001,53.194963216781616,0.7304799990103735
1700,0.10369953982856989,0.11183382456781293,0.001,56.51195168495178,0.730888057188231
1800,0.09005593314673736,0.11019685718515151,0.001,59.786585569381714,0.729417378350166
1900,0.08121490037277741,0.11085874763862007,0.001,63.04980683326721,0.7321087918360256
2000,0.08640429629501388,0.11023187135609136,0.001,66.28001046180725,0.7310828775246746
2100,0.08892573949902279,0.10884659836530708,0.001,69.6248631477356,0.7327192460663319
2200,0.07686925097629055,0.10882881369686707,0.001,72.89865040779114,0.735431661140132
2300,0.07881034726326776,0.10795501362468467,0.001,76.17668914794922,0.7319209589427303
2400,0.0769059146699056,0.10788252824615495,0.001,79.80277252197266,0.73810419029103
2500,0.07916048585198818,0.10746663943702377,0.001,83.20147562026978,0.7327024626301895
2600,0.08087861067016669,0.10773386951221489,0.001,86.38693165779114,0.733880374367734
2700,0.0688797012543115,0.10686538575698856,0.001,89.63173937797546,0.7414297368815995
2800,0.07627496037746324,0.10559191274407566,0.001,93.0436749458313,0.7438913804492012
2900,0.07724102324555288,0.10588053404134226,0.001,96.36196374893188,0.7391615115877295
3000,0.07454284044823119,0.10412548292817077,0.001,99.57689666748047,0.7435992657498053
