epoch,train_loss,val_loss,lr,seconds,omega
0,0.211125601933219,0.18826607759583472,0.001,0.04877281188964844,0.6656666666892062
100,0.16815837535111122,0.17868813948497989,0.001,2.968909502029419,0.6102269410330227
200,0.17573365922684447,0.17775766383734976,0.001,6.04767370223999,0.5970796008468539
300,0.1717211165752684,0.1769481038526281,0.001,9.10615348815918,0.6029359050360528
400,0.16824497362045365,0.17621765693819966,0.001,11.969964742660522,0.6000053194640382
500,0.1897157293180658,0.17589174871517663,0.001,14.941724061965942,0.6051373364947564
600,0.17729958452800448,0.17548300530359484,0.001,17.977730751037598,0.5950233641890095
700,0.17464689690657798,0.17543981141082388,0.001,20.995649099349976,0.5941306585605176
800,0.18182294306496682,0.17454934668997701,0.001,23.952792406082153,0.6038000574162727
900,0.17781029059294784,0.17428469820931378,0.001,27.021450757980347,0.595946840994614
1000,0.1631418798361573,0.1739582307137707,0.001,29.964383125305176,0.602930354583823
1100,0.177773199859041,0.1740441177713366,0.001,32.986896991729736,0.6031702206784871
1200,0.18323587051138937,0.17269459914051893,0.001,36.01914119720459,0.6034632736653375
1300,0.1814044847219596,0.1739540762866697,0.001,39.00952672958374,0.6068241546930105
1400,0.17248792621120873,0.16749780074042533,0.001,41.970895767211914,0.612688780024772
1500,0.17272279183449674,0.16733606510416102,0.001,44.92975330352783,0.6147526749928796
1600,0.1715232543768438,0.16684097379435459,0.001,47.86760330200195,0.6241379414726342
1700,0.1739288838349059,0.1631398634283283,0.001,51.07739496231079,0.627448920294487
1800,0.16413476909844077,0.16220509711127862,0.001,53.99558067321777,0.6265436465066095
1900,0.13665444281682104,0.16228803791844826,0.001,56.980897665023804,0.6283698708716522
2000,0.17204768528752873,0.15957114490763497,0.001,60.13080406188965,0.6277800625110236
2100,0.16687069574974747,0.15877294073187131,0.001,63.31676721572876,0.6289272857922331
2200,0.14132523175671396,0.15651246377447267,0.001,66.25456285476685,0.6290110477613161
2300,0.15857633560118647,0.15396567419489834,0.001,69.15827107429504,0.6321063783234775
2400,0.1452450151117256,0.15180717164746366,0.001,72.33687615394592,0.6423896159763774
2500,0.14201837314789192,0.15081158714537182,0.001,75.3427803516388,0.6330763845467053
2600,0.15579242936255258,0.15002879009131279,0.001,78.28723788261414,0.6436992708758582
2700,0.13789151652552262,0.14928408332207527,0.001,81.20347476005554,0.6523397090439992
2800,0.15199857134512107,0.14726169396642455,0.001,84.20324802398682,0.6572675466617318
2900,0.14133221105296484,0.1442345525134088,0.001,87.15754961967468,0.6541014127575536
3000,0.14154689793737282,0.1437269486910423,0.001,90.07528114318848,0.6646596578415699
