epoch,train_total,train_complement,train_full,val_total,val_complement,val_full,lr,seconds
0,0.9928406273807937,0.47769297882285094,0.5151476485579427,1.0282127652972435,0.49655676568587176,0.5316559996113718,0.001,0.06092953681945801
100,0.9270098397513126,0.45066721098635754,0.47634262876495503,0.9092146587628346,0.4425229007537697,0.46669175800906487,0.001,3.991142988204956
200,1.0634447865579566,0.5230361019226304,0.5404086846353263,0.8803894345046401,0.4305362841418184,0.44985315036282175,0.001,7.935048580169678
300,0.9674940551436302,0.47528823452477986,0.4922058206188504,0.8781217389796201,0.43008955081623784,0.4480321881633822,0.001,11.866636514663696
400,0.9160837096210019,0.4493295599766759,0.466754149644326,0.8779700332776451,0.43028939416080186,0.44768063911684325,0.001,15.805786848068237
500,1.0604984322435602,0.5233984111272669,0.5371000211162933,0.8779623421152083,0.43032711708600896,0.44763522502919934,0.001,19.789862155914307
600,0.9446624876464644,0.464069184222343,0.48059330342412143,0.877921713792718,0.43043803887893484,0.4474836749137832,0.001,23.744637489318848
700,0.9242434968200046,0.4526216882201226,0.47162180859988195,0.8778702038040787,0.4302534847605255,0.4476167190435531,0.001,27.843366146087646
800,0.939165760040436,0.461395300488835,0.4777704595516009,0.8778905623998436,0.43020798717477593,0.4476825752250677,0.001,31.78877592086792
900,1.0207867912949782,0.5033024353606372,0.5174843559343411,0.8778395336514444,0.4302952185162167,0.4475443151352277,0.001,35.693835496902466
1000,1.0643961849039552,0.5256348963578639,0.5387612885460914,0.8778426616133475,0.43026166698561535,0.4475809946277321,0.001,39.75947046279907
1100,0.836918662674004,0.4093505783976392,0.42756808427636483,0.877799236318707,0.4302232829935111,0.4475759533251959,0.001,43.81673812866211
1200,0.9567529993026469,0.46925809868364304,0.4874949006190038,0.8779145719196308,0.43021475998212605,0.44769981193750485,0.001,47.89557361602783
1300,0.7916072943224847,0.3749941550089531,0.41661313931353156,0.8809368538888778,0.4301869862916406,0.45074986759723723,0.001,52.07009696960449
1400,0.9591126768691659,0.4713367267640045,0.4877759501051614,0.878029288183041,0.43029786691897615,0.4477314212640649,0.001,56.17387318611145
1500,0.7549289811177822,0.36804001489217225,0.38688896622561,0.8780518532104745,0.43022830122304884,0.4478235519874257,0.001,60.16235852241516
1600,0.9594530488143047,0.47032871521405833,0.4891243336002463,0.8782635212633911,0.43018739339523265,0.4480761278681585,0.001,64.23357439041138
1700,0.9443819552404866,0.46330555692984,0.48107639831064664,0.8788864034583059,0.43070544550584594,0.44818095795246005,0.001,68.16785955429077
1800,0.8647043056864561,0.4231928997884937,0.44151140589796234,0.8794323347474413,0.4299863098077925,0.44944602493964875,0.001,72.2382287979126
1900,0.9389190974883869,0.45967762066811096,0.4792414768202759,0.8792542607582627,0.43045206887552884,0.44880219188273385,0.001,76.2304835319519
2000,0.8537454392962502,0.4166653420140572,0.4370800972821931,0.8800264219015117,0.43071820936524957,0.4493082125362622,0.001,80.2137861251831
2100,0.7909255897863678,0.3866493820988054,0.40427620768756245,0.8806392488897108,0.4308930364303034,0.44974621245940744,0.001,84.2353949546814
2200,1.033554287867576,0.507167226776597,0.526387061090979,0.8823468287478475,0.43163306740850854,0.450713761339339,0.001,88.25116682052612
2300,0.9845200893109789,0.48148215799083366,0.5030379313201453,0.8838394861289278,0.4317567660331691,0.45208272009575867,0.001,92.25228261947632
2400,0.8803982065574432,0.42650976389431283,0.45388844266313033,0.8814770035695962,0.43059031663206376,0.45088668693753253,0.001,96.35556077957153
2500,0.9754917537648812,0.47853760989078153,0.49695414387409964,0.8778626583350353,0.4282897417017007,0.4495729166333346,0.001,100.34198665618896
2600,1.0290100886378124,0.5029525824759796,0.5260575061618328,0.8861805823579609,0.4311218952227445,0.45505868713521647,0.001,104.4374794960022
2700,0.8581492303098495,0.4191092529611859,0.4390399773486636,0.8835813199477136,0.4290536647091449,0.45452765523856864,0.001,108.46714234352112
2800,0.9140257513873822,0.44446708699317916,0.4695586643942031,0.8809233976453146,0.428359367681509,0.45256402996380557,0.001,112.50638365745544
2900,0.8574887219494296,0.4180690269139492,0.4394196950354804,0.8795585452797552,0.427794483125298,0.45176406215445714,0.001,116.65795540809631
3000,0.8727310043707681,0.42498765560210755,0.44774334876866057,0.8737418412887332,0.4247877932758371,0.4489540480128961,0.001,120.78832840919495
