epoch,train_loss,val_energy,lr
0,1.0790841358247802,1.0739099222188462,0.001
1000,0.9240831751611096,0.9169133665206052,0.001
2000,0.8539868862444492,0.882522555455188,0.001
3000,0.7792635884510062,0.8672878814347595,0.001
4000,0.8095677386540979,0.8620918893114342,0.001
