epsilon,anisotropy,block,family,method,ratio_kind,statistic,value
0.01,100.0,deeponet_families,gaussian,deeponet_scale,full,median,0.43501379538016105
0.01,100.0,deeponet_families,gaussian,deeponet_scale,full,p95,0.46771857827983687
0.01,100.0,deeponet_families,gaussian,deeponet_scale,full,p99,0.47596647967893196
0.01,100.0,deeponet_families,gaussian,deeponet_scale,full,worst,0.4776791374254557
0.01,100.0,deeponet_families,gaussian,deeponet_scale,full,best,0.40553703552516457
0.01,100.0,deeponet_families,gaussian,deeponet_scale,full,frac_above_1,0.0
0.01,100.0,deeponet_families,gaussian,deeponet_scale,full,mean_squared_ratio,0.19250669546643637
0.01,100.0,deeponet_families,gaussian,deeponet_scale,complement,n,24
0.01,100.0,deeponet_families,gaussian,deeponet_scale,complement,mean,0.40158623895522894
0.01,100.0,deeponet_families,gaussian,deeponet_scale,complement,median,0.4021020764570753
0.01,100.0,deeponet_families,gaussian,deeponet_scale,complement,p95,0.42145524359817105
0.01,100.0,deeponet_families,gaussian,deeponet_scale,complement,p99,0.42627288888682746
0.01,100.0,deeponet_families,gaussian,deeponet_scale,complement,worst,0.4276578651263435
0.01,100.0,deeponet_families,gaussian,deeponet_scale,complement,best,0.369826345986028
0.01,100.0,deeponet_families,gaussian,deeponet_scale,complement,frac_above_1,0.0
0.01,100.0,deeponet_families,gaussian,deeponet_scale,complement,mean_squared_ratio,0.16145320775360128
0.01,100.0,deeponet_families,fourier,jacobi,full,n,24
0.01,100.0,deeponet_families,fourier,jacobi,full,mean,0.4730128577361586
0.01,100.0,deeponet_families,fourier,jacobi,full,median,0.47894668772691595
0.01,100.0,deeponet_families,fourier,jacobi,full,p95,0.6637995451304081
0.01,100.0,deeponet_families,fourier,jacobi,full,p99,0.6983415588408308
0.01,100.0,deeponet_families,fourier,jacobi,full,worst,0.7066750443036889
0.01,100.0,deeponet_families,fourier,jacobi,full,best,0.2924614475788505
0.01,100.0,deeponet_families,fourier,jacobi,full,frac_above_1,0.0
0.01,100.0,deeponet_families,fourier,jacobi,full,mean_squared_ratio,0.24111907988091666
0.01,100.0,deeponet_families,fourier,jacobi,complement,n,24
0.01,100.0,deeponet_families,fourier,jacobi,complement,mean,0.4255920103049336
0.01,100.0,deeponet_families,fourier,jacobi,complement,median,0.43090060722923196
0.01,100.0,deeponet_families,fourier,jacobi,complement,p95,0.5916891496061878
0.01,100.0,deeponet_families,fourier,jacobi,complement,p99,0.6722264539281236
0.01,100.0,deeponet_families,fourier,jacobi,complement,worst,0.6960703797513268
0.01,100.0,deeponet_families,fourier,jacobi,complement,best,0.1588790682468312
0.01,100.0,deeponet_families,fourier,jacobi,complement,frac_above_1,0.0
0.01,100.0,deeponet_families,fourier,jacobi,complement,mean_squared_ratio,0.199731251694075
0.01,100.0,deeponet_families,fourier,gs,full,n,24
0.01,100.0,deeponet_families,fourier,gs,full,mean,0.42365266415177666
0.01,100.0,deeponet_families,fourier,gs,full,median,0.43781455858395635
0.01,100.0,deeponet_families,fourier,gs,full,p95,0.5090168844382713
0.01,100.0,deeponet_families,fourier,gs,full,p99,0.5439731072471925
0.01,100.0,deeponet_families,fourier,gs,full,worst,0.5539189753985861
0.01,100.0,deeponet_families,fourier,gs,full,best,0.23996707674974668
0.01,100.0,deeponet_families,fourier,gs,full,frac_above_1,0.0
0.01,100.0,deeponet_families,fourier,gs,full,mean_squared_ratio,0.1844954835398107
0.01,100.0,deeponet_families,fourier,gs,complement,n,24
0.01,100.0,deeponet_families,fourier,gs,complement,mean,0.3386189870867384
0.01,100.0,deeponet_families,fourier,gs,complement,median,0.33545157600551606
0.01,100.0,deeponet_families,fourier,gs,complement,p95,0.4931039593075207
0.01,100.0,deeponet_families,fourier,gs,complement,p99,0.5234291254276172
0.01,100.0,deeponet_families,fourier,gs,complement,worst,0.5288842189886682
0.01,100.0,deeponet_families,fourier,gs,complement,best,0.17843451874539482
0.01,100.0,deeponet_families,fourier,gs,complement,frac_above_1,0.0
0.01,100.0,deeponet_families,fourier,gs,complement,mean_squared_ratio,0.1207097030464301
0.01,100.0,deeponet_families,fourier,sgs_ssor,full,n,24
0.01,100.0,deeponet_families,fourier,sgs_ssor,full,mean,0.24067159218410086
0.01,100.0,deeponet_families,fourier,sgs_ssor,full,median,0.24860045496262945
0.01,100.0,deeponet_families,fourier,sgs_ssor,full,p95,0.3234017228459597
0.01,100.0,deeponet_families,fourier,sgs_ssor,full,p99,0.332551325117353
0.01,100.0,deeponet_families,fourier,sgs_ssor,full,worst,0.3345832483328352
0.01,100.0,deeponet_families,fourier,sgs_ssor,full,best,0.11470488325678506
0.01,100.0,deeponet_families,fourier,sgs_ssor,full,frac_above_1,0.0
0.01,100.0,deeponet_families,fourier,sgs_ssor,full,mean_squared_ratio,0.060722506057409587
0.01,100.0,deeponet_families,fourier,sgs_ssor,complement,n,24
0.01,100.0,deeponet_families,fourier,sgs_ssor,complement,mean,0.22239899689147316
0.01,100.0,deeponet_families,fourier,sgs_ssor,complement,median,0.23056366184514393
0.01,100.0,deeponet_families,fourier,sgs_ssor,complement,p95,0.31339231677540325
0.01,100.0,deeponet_families,fourier,sgs_ssor,complement,p99,0.3178333161384153
0.01,100.0,deeponet_families,fourier,sgs_ssor,complement,worst,0.31880274180225054
0.01,100.0,deeponet_families,fourier,sgs_ssor,complement,best,0.10860913535571017
0.01,100.0,deeponet_families,fourier,sgs_ssor,complement,frac_above_1,0.0
0.01,100.0,deeponet_families,fourier,sgs_ssor,complement,mean_squared_ratio,0.052208492863808
0.01,100.0,deeponet_families,fourier,deeponet_scale,full,n,24
0.01,100.0,deeponet_families,fourier,deeponet_scale,full,mean,0.4713721834195073
0.01,100.0,deeponet_families,fourier,deeponet_scale,full,median,0.4662079553954599
0.01,100.0,deeponet_families,fourier,deeponet_scale,full,p95,0.6961950777047592
0.01,100.0,deeponet_families,fourier,deeponet_scale,full,p99,0.7161383079129325
0.01,100.0,deeponet_families,fourier,deeponet_scale,full,worst,0.7218495796617731
0.01,100.0,deeponet_families,fourier,deeponet_scale,full,best,0.23518227832974956
0.01,100.0,deeponet_families,fourier,deeponet_scale,full,frac_above_1,0.0
0.01,100.0,deeponet_families,fourier,deeponet_scale,full,mean_squared_ratio,0.23964827648447687
0.01,100.0,deeponet_families,fourier,deeponet_scale,complement,n,24
0.01,100.0,deeponet_families,fourier,deeponet_scale,complement,mean,0.4356220537618308
0.01,100.0,deeponet_families,fourier,deeponet_scale,complement,median,0.44528260046896295
0.01,100.0,deeponet_families,fourier,deeponet_scale,complement,p95,0.6952266995119838
0.01,100.0,deeponet_families,fourier,deeponet_scale,complement,p99,0.7122712509712018
0.01,100.0,deeponet_families,fourier,deeponet_scale,complement,worst,0.7171638770657915
0.01,100.0,deeponet_families,fourier,deeponet_scale,complement,best,0.14115476176087033
0.01,100.0,deeponet_families,fourier,deeponet_scale,complement,frac_above_1,0.0
0.01,100.0,deeponet_families,fourier,deeponet_scale,complement,mean_squared_ratio,0.21517988439748237
0.01,100.0,deeponet_families,weak,jacobi,full,n,24
0.01,100.0,deeponet_families,weak,jacobi,full,mean,0.9559198865371267
0.01,100.0,deeponet_families,weak,jacobi,full,median,0.9774963605238824
0.01,100.0,deeponet_families,weak,jacobi,full,p95,0.9861123069159464
0.01,100.0,deeponet_families,weak,jacobi,full,p99,0.9861276989568611
0.01,100.0,deeponet_families,weak,jacobi,full,worst,0.986132296579472
0.01,100.0,deeponet_families,weak,jacobi,full,best,0.8186757861321995
0.01,100.0,deeponet_families,weak,jacobi,full,frac_above_1,0.0
0.01,100.0,deeponet_families,weak,jacobi,full,mean_squared_ratio,0.9158341996978866
0.01,100.0,deeponet_families,weak,jacobi,complement,n,24
0.01,100.0,deeponet_families,weak,jacobi,complement,mean,0.9556963086489892
0.01,100.0,deeponet_families,weak,jacobi,complement,median,0.97749194274913
0.01,100.0,deeponet_families,weak,jacobi,complement,p95,0.9861123048646765
0.01,100.0,deeponet_families,weak,jacobi,complement,p99,0.9861276984850689
0.01,100.0,deeponet_families,weak,jacobi,complement,worst,0.9861322965794717
0.01,100.0,deeponet_families,weak,jacobi,complement,best,0.815431825880722
0.01,100.0,deeponet_families,weak,jacobi,complement,frac_above_1,0.0
0.01,100.0,deeponet_families,weak,jacobi,complement,mean_squared_ratio,0.915460868619144
0.01,100.0,deeponet_families,weak,gs,full,n,24
0.01,100.0,deeponet_families,weak,gs,full,mean,0.903810696155717
0.01,100.0,deeponet_families,weak,gs,full,median,0.9432169084601373
0.01,100.0,deeponet_families,weak,gs,full,p95,0.9632594751891278
0.01,100.0,deeponet_families,weak,gs,full,p99,0.9636790061880831
0.01,100.0,deeponet_families,weak,gs,full,worst,0.963803706542138
0.01,100.0,deeponet_families,weak,gs,full,best,0.6947442017027325
0.01,100.0,deeponet_families,weak,gs,full,frac_above_1,0.0
0.01,100.0,deeponet_families,weak,gs,full,mean_squared_ratio,0.8235580922502309
0.01,100.0,deeponet_families,weak,gs,complement,n,24
0.01,100.0,deeponet_families,weak,gs,complement,mean,0.9033528109411235
0.01,100.0,deeponet_families,weak,gs,complement,median,0.9431367197449745
0.01,100.0,deeponet_families,weak,gs,complement,p95,0.9632171311846188
0.01,100.0,deeponet_families,weak,gs,complement,p99,0.9636403867024741
0.01,100.0,deeponet_families,weak,gs,complement,worst,0.9637667376525533
0.01,100.0,deeponet_families,weak,gs,complement,best,0.6927913845027295
0.01,100.0,deeponet_families,weak,gs,complement,frac_above_1,0.0
0.01,100.0,deeponet_families,weak,gs,complement,mean_squared_ratio,0.8228656652121161
0.01,100.0,deeponet_families,weak,sgs_ssor,full,n,24
0.01,100.0,deeponet_families,weak,sgs_ssor,full,mean,0.8273029620809366
0.01,100.0,deeponet_families,weak,sgs_ssor,full,median,0.8915860922621833
0.01,100.0,deeponet_families,weak,sgs_ssor,full,p95,0.9291664339450383
0.01,100.0,deeponet_families,weak,sgs_ssor,full,p99,0.9300996328003324
0.01,100.0,deeponet_families,weak,sgs_ssor,full,worst,0.9303766233842875
0.01,100.0,deeponet_families,weak,sgs_ssor,full,best,0.49453190912875
0.01,100.0,deeponet_families,weak,sgs_ssor,full,frac_above_1,0.0
0.01,100.0,deeponet_families,weak,sgs_ssor,full,mean_squared_ratio,0.7026593766381101
0.01,100.0,deeponet_families,weak,sgs_ssor,complement,n,24
0.01,100.0,deeponet_families,weak,sgs_ssor,complement,mean,0.8266889389288234
0.01,100.0,deeponet_families,weak,sgs_ssor,complement,median,0.8914868459586853
0.01,100.0,deeponet_families,weak,sgs_ssor,complement,p95,0.9291434030515031
0.01,100.0,deeponet_families,weak,sgs_ssor,complement,p99,0.9300619746555219
0.01,100.0,deeponet_families,weak,sgs_ssor,complement,worst,0.9303348199877514
0.01,100.0,deeponet_families,weak,sgs_ssor,complement,best,0.4911559135466921
0.01,100.0,deeponet_families,weak,sgs_ssor,complement,frac_above_1,0.0
0.01,100.0,deeponet_families,weak,sgs_ssor,complement,mean_squared_ratio,0.7019208143918529
0.01,100.0,deeponet_families,weak,deeponet_scale,full,n,24
0.01,100.0,deeponet_families,weak,deeponet_scale,full,mean,0.9325315227313368
0.01,100.0,deeponet_families,weak,deeponet_scale,full,median,0.9658792619375782
0.01,100.0,deeponet_families,weak,deeponet_scale,full,p95,0.9928314473535383
0.01,100.0,deeponet_families,weak,deeponet_scale,full,p99,0.9984312344042693
0.01,100.0,deeponet_families,weak,deeponet_scale,full,worst,0.9999596873989248
0.01,100.0,deeponet_families,weak,deeponet_scale,full,best,0.6128530014756512
0.01,100.0,deeponet_families,weak,deeponet_scale,full,frac_above_1,0.0
0.01,100.0,deeponet_families,weak,deeponet_scale,full,mean_squared_ratio,0.8798710481772382
0.01,100.0,deeponet_families,weak,deeponet_scale,complement,n,24
0.01,100.0,deeponet_families,weak,deeponet_scale,complement,mean,0.9249509831717723
0.01,100.0,deeponet_families,weak,deeponet_scale,complement,median,0.9612605086539072
0.01,100.0,deeponet_families,weak,deeponet_scale,complement,p95,0.9920768576950596
0.01,100.0,deeponet_families,weak,deeponet_scale,complement,p99,0.9973520583584136
0.01,100.0,deeponet_families,weak,deeponet_scale,complement,worst,0.9988211673990333
0.01,100.0,deeponet_families,weak,deeponet_scale,complement,best,0.5758582106866122
0.01,100.0,deeponet_families,weak,deeponet_scale,complement,frac_above_1,0.0
0.01,100.0,deeponet_families,weak,deeponet_scale,complement,mean_squared_ratio,0.8676807433296743
0.01,100.0,deeponet_families,survivor,jacobi,full,n,24
0.01,100.0,deeponet_families,survivor,jacobi,full,mean,0.8575121639852487
0.01,100.0,deeponet_families,survivor,jacobi,full,median,0.8866064399793918
0.01,100.0,deeponet_families,survivor,jacobi,full,p95,0.9626150004097743
0.01,100.0,deeponet_families,survivor,jacobi,full,p99,0.9693216434028774
0.01,100.0,deeponet_families,survivor,jacobi,full,worst,0.9710158599429402
0.01,100.0,deeponet_families,survivor,jacobi,full,best,0.6650077487661153
0.01,100.0,deeponet_families,survivor,jacobi,full,frac_above_1,0.0
0.01,100.0,deeponet_families,survivor,jacobi,full,mean_squared_ratio,0.744823575914225
0.01,100.0,deeponet_families,survivor,jacobi,complement,n,24
0.01,100.0,deeponet_families,survivor,jacobi,complement,mean,0.8388790930240143
0.01,100.0,deeponet_families,survivor,jacobi,complement,median,0.8723967312976524
0.01,100.0,deeponet_families,survivor,jacobi,complement,p95,0.9622318096712905
0.01,100.0,deeponet_families,survivor,jacobi,complement,p99,0.9682786206049543
0.01,100.0,deeponet_families,survivor,jacobi,complement,worst,0.9697774394690114
0.01,100.0,deeponet_families,survivor,jacobi,complement,best,0.6305524539237841
0.01,100.0,deeponet_families,survivor,jacobi,complement,frac_above_1,0.0
0.01,100.0,deeponet_families,survivor,jacobi,complement,mean_squared_ratio,0.7157888549711631
0.01,100.0,deeponet_families,survivor,gs,full,n,24
0.01,100.0,deeponet_families,survivor,gs,full,mean,0.688381785718473
0.01,100.0,deeponet_families,survivor,gs,full,median,0.5791413278481239
0.01,100.0,deeponet_families,survivor,gs,full,p95,0.9196267529089108
0.01,100.0,deeponet_families,survivor,gs,full,p99,0.9406756782614638
0.01,100.0,deeponet_families,survivor,gs,full,worst,0.9462727841133923
0.01,100.0,deeponet_families,survivor,gs,full,best,0.5220495430230161
0.01,100.0,deeponet_families,survivor,gs,full,frac_above_1,0.0
0.01,100.0,deeponet_families,survivor,gs,full,mean_squared_ratio,0.5027394485787854
0.01,100.0,deeponet_families,survivor,gs,complement,n,24
0.01,100.0,deeponet_families,survivor,gs,complement,mean,0.6610275491461746
0.01,100.0,deeponet_families,survivor,gs,complement,median,0.5314683597135319
0.01,100.0,deeponet_families,survivor,gs,complement,p95,0.9188993785042948
0.01,100.0,deeponet_families,survivor,gs,complement,p99,0.9387917010248339
0.01,100.0,deeponet_families,survivor,gs,complement,worst,0.9440407897453272
0.01,100.0,deeponet_families,survivor,gs,complement,best,0.46034384752723895
0.01,100.0,deeponet_families,survivor,gs,complement,frac_above_1,0.0
0.01,100.0,deeponet_families,survivor,gs,complement,mean_squared_ratio,0.4723734910627801
0.01,100.0,deeponet_families,survivor,sgs_ssor,full,n,24
0.01,100.0,deeponet_families,survivor,sgs_ssor,full,mean,0.5496360611897022
0.01,100.0,deeponet_families,survivor,sgs_ssor,full,median,0.4060361268158852
0.01,100.0,deeponet_families,survivor,sgs_ssor,full,p95,0.8607673258076045
0.01,100.0,deeponet_families,survivor,sgs_ssor,full,p99,0.8946484240408614
0.01,100.0,deeponet_families,survivor,sgs_ssor,full,worst,0.9039830009419872
0.01,100.0,deeponet_families,survivor,sgs_ssor,full,best,0.3205484007826634
0.01,100.0,deeponet_families,survivor,sgs_ssor,full,frac_above_1,0.0
0.01,100.0,deeponet_families,survivor,sgs_ssor,full,mean_squared_ratio,0.35345214324397306
0.01,100.0,deeponet_families,survivor,sgs_ssor,complement,n,24
0.01,100.0,deeponet_families,survivor,sgs_ssor,complement,mean,0.5400473752176798
0.01,100.0,deeponet_families,survivor,sgs_ssor,complement,median,0.3996543596655389
0.01,100.0,deeponet_families,survivor,sgs_ssor,complement,p95,0.8598790892404229
0.01,100.0,deeponet_families,survivor,sgs_ssor,complement,p99,0.8938504995724503
0.01,100.0,deeponet_families,survivor,sgs_ssor,complement,worst,0.9030933238400358
0.01,100.0,deeponet_families,survivor,sgs_ssor,complement,best,0.3042005882835351
0.01,100.0,deeponet_families,survivor,sgs_ssor,complement,frac_above_1,0.0
0.01,100.0,deeponet_families,survivor,sgs_ssor,complement,mean_squared_ratio,0.3460193844400881
0.01,100.0,deeponet_families,survivor,deeponet_scale,full,n,24
0.01,100.0,deeponet_families,survivor,deeponet_scale,full,mean,0.7087293101329212
0.01,100.0,deeponet_families,survivor,deeponet_scale,full,median,0.617057936941141
0.01,100.0,deeponet_families,survivor,deeponet_scale,full,p95,0.966628921664392
0.01,100.0,deeponet_families,survivor,deeponet_scale,full,p99,0.9753506573644037
0.01,100.0,deeponet_families,survivor,deeponet_scale,full,worst,0.9776971792912749
0.01,100.0,deeponet_families,survivor,deeponet_scale,full,best,0.47163319082111654
0.01,100.0,deeponet_families,survivor,deeponet_scale,full,frac_above_1,0.0
0.01,100.0,deeponet_families,survivor,deeponet_scale,full,mean_squared_ratio,0.5387457952155548
0.01,100.0,deeponet_families,survivor,deeponet_scale,complement,n,24
0.01,100.0,deeponet_families,survivor,deeponet_scale,complement,mean,0.6889422645820548
0.01,100.0,deeponet_families,survivor,deeponet_scale,complement,median,0.5975453395385175
0.01,100.0,deeponet_families,survivor,deeponet_scale,complement,p95,0.9593630332936085
0.01,100.0,deeponet_families,survivor,deeponet_scale,complement,p99,0.9653475684879614
0.01,100.0,deeponet_families,survivor,deeponet_scale,complement,worst,0.9668187408518961
0.01,100.0,deeponet_families,survivor,deeponet_scale,complement,best,0.4337974952439026
0.01,100.0,deeponet_families,survivor,deeponet_scale,complement,frac_above_1,0.0
0.01,100.0,deeponet_families,survivor,deeponet_scale,complement,mean_squared_ratio,0.5156299863824224
0.01,100.0,classical_stress,stress,jacobi,full,n,23
0.01,100.0,classical_stress,stress,jacobi,full,mean,0.8160060605034201
0.01,100.0,classical_stress,stress,jacobi,full,median,0.9176824506389119
0.01,100.0,classical_stress,stress,jacobi,full,p95,0.9861056153107386
0.01,100.0,classical_stress,stress,jacobi,full,p99,0.9861278988534958
0.01,100.0,classical_stress,stress,jacobi,full,worst,0.9861322965794712
0.01,100.0,classical_stress,stress,jacobi,full,best,0.3106456471192091
0.01,100.0,classical_stress,stress,jacobi,full,frac_above_1,0.0
0.01,100.0,classical_stress,stress,jacobi,full,mean_squared_ratio,0.715698276673334
0.01,100.0,classical_stress,stress,jacobi,complement,n,23
0.01,100.0,classical_stress,stress,jacobi,complement,mean,0.7679370262565135
0.01,100.0,classical_stress,stress,jacobi,complement,median,0.9082985915273001
0.01,100.0,classical_stress,stress,jacobi,complement,p95,0.9861056105306532
0.01,100.0,classical_stress,stress,jacobi,complement,p99,0.9861278984022157
0.01,100.0,classical_stress,stress,jacobi,complement,worst,0.9861322965794704
0.01,100.0,classical_stress,stress,jacobi,complement,best,0.022409434866082108
0.01,100.0,classical_stress,stress,jacobi,complement,frac_above_1,0.0
0.01,100.0,classical_stress,stress,jacobi,complement,mean_squared_ratio,0.6703227383792473
0.01,100.0,classical_stress,stress,gs,full,n,23
0.01,100.0,classical_stress,stress,gs,full,mean,0.7174498078330559
0.01,100.0,classical_stress,stress,gs,full,median,0.7417754320597842
0.01,100.0,classical_stress,stress,gs,full,p95,0.9638113086528609
0.01,100.0,classical_stress,stress,gs,full,p99,0.9638433681370737
0.01,100.0,classical_stress,stress,gs,full,worst,0.9638433681370737
0.01,100.0,classical_stress,stress,gs,full,best,0.3840265298198373
0.01,100.0,classical_stress,stress,gs,full,frac_above_1,0.0
0.01,100.0,classical_stress,stress,gs,full,mean_squared_ratio,0.5592790167218222
0.01,100.0,classical_stress,stress,gs,complement,n,23
0.01,100.0,classical_stress,stress,gs,complement,mean,0.6586545845076894
0.01,100.0,classical_stress,stress,gs,complement,median,0.7404926535272148
0.01,100.0,classical_stress,stress,gs,complement,p95,0.9637665286280236
0.01,100.0,classical_stress,stress,gs,complement,p99,0.9637985645380992
0.01,100.0,classical_stress,stress,gs,complement,worst,0.9637985645380993
0.01,100.0,classical_stress,stress,gs,complement,best,0.2784814493046181
0.01,100.0,classical_stress,stress,gs,complement,frac_above_1,0.0
0.01,100.0,classical_stress,stress,gs,complement,mean_squared_ratio,0.5091291276195401
0.01,100.0,classical_stress,stress,sgs_ssor,full,n,23
0.01,100.0,classical_stress,stress,sgs_ssor,full,mean,0.5965524636647149
0.01,100.0,classical_stress,stress,sgs_ssor,full,median,0.5641490955925718
0.01,100.0,classical_stress,stress,sgs_ssor,full,p95,0.9303734558969742
0.01,100.0,classical_stress,stress,sgs_ssor,full,p99,0.9304533433195658
0.01,100.0,classical_stress,stress,sgs_ssor,full,worst,0.9304533433195658
0.01,100.0,classical_stress,stress,sgs_ssor,full,best,0.20139671691132577
0.01,100.0,classical_stress,stress,sgs_ssor,full,frac_above_1,0.0
0.01,100.0,classical_stress,stress,sgs_ssor,full,mean_squared_ratio,0.42985168086598075
0.01,100.0,classical_stress,stress,sgs_ssor,complement,n,23
0.01,100.0,classical_stress,stress,sgs_ssor,complement,mean,0.5767349586983785
0.01,100.0,classical_stress,stress,sgs_ssor,complement,median,0.5617712448092314
0.01,100.0,classical_stress,stress,sgs_ssor,complement,p95,0.9303348052370691
0.01,100.0,classical_stress,stress,sgs_ssor,complement,p99,0.930412968828396
0.01,100.0,classical_stress,stress,sgs_ssor,complement,worst,0.930412968828396
0.01,100.0,classical_stress,stress,sgs_ssor,complement,best,0.16844145441534544
0.01,100.0,classical_stress,stress,sgs_ssor,complement,frac_above_1,0.0
0.01,100.0,classical_stress,stress,sgs_ssor,complement,mean_squared_ratio,0.41786839888358324
0.01,100.0,deeponet_stress,stress,jacobi,full,n,23
0.01,100.0,deeponet_stress,stress,jacobi,full,mean,0.8160060605034201
0.01,100.0,deeponet_stress,stress,jacobi,full,median,0.9176824506389119
0.01,100.0,deeponet_stress,stress,jacobi,full,p95,0.9861056153107386
0.01,100.0,deeponet_stress,stress,jacobi,full,p99,0.9861278988534958
0.01,100.0,deeponet_stress,stress,jacobi,full,worst,0.9861322965794712
0.01,100.0,deeponet_stress,stress,jacobi,full,best,0.3106456471192091
0.01,100.0,deeponet_stress,stress,jacobi,full,frac_above_1,0.0
0.01,100.0,deeponet_stress,stress,jacobi,full,mean_squared_ratio,0.715698276673334
0.01,100.0,deeponet_stress,stress,jacobi,complement,n,23
0.01,100.0,deeponet_stress,stress,jacobi,complement,mean,0.7679370262565135
0.01,100.0,deeponet_stress,stress,jacobi,complement,median,0.9082985915273001
0.01,100.0,deeponet_stress,stress,jacobi,complement,p95,0.9861056105306532
0.01,100.0,deeponet_stress,stress,jacobi,complement,p99,0.9861278984022157
0.01,100.0,deeponet_stress,stress,jacobi,complement,worst,0.9861322965794704
0.01,100.0,deeponet_stress,stress,jacobi,complement,best,0.022409434866082108
0.01,100.0,deeponet_stress,stress,jacobi,complement,frac_above_1,0.0
0.01,100.0,deeponet_stress,stress,jacobi,complement,mean_squared_ratio,0.6703227383792473
0.01,100.0,deeponet_stress,stress,gs,full,n,23
0.01,100.0,deeponet_stress,stress,gs,full,mean,0.7174498078330559
0.01,100.0,deeponet_stress,stress,gs,full,median,0.7417754320597842
0.01,100.0,deeponet_stress,stress,gs,full,p95,0.9638113086528609
0.01,100.0,deeponet_stress,stress,gs,full,p99,0.9638433681370737
0.01,100.0,deeponet_stress,stress,gs,full,worst,0.9638433681370737
0.01,100.0,deeponet_stress,stress,gs,full,best,0.3840265298198373
0.01,100.0,deeponet_stress,stress,gs,full,frac_above_1,0.0
0.01,100.0,deeponet_stress,stress,gs,full,mean_squared_ratio,0.5592790167218222
0.01,100.0,deeponet_stress,stress,gs,complement,n,23
0.01,100.0,deeponet_stress,stress,gs,complement,mean,0.6586545845076894
0.01,100.0,deeponet_stress,stress,gs,complement,median,0.7404926535272148
0.01,100.0,deeponet_stress,stress,gs,complement,p95,0.9637665286280236
0.01,100.0,deeponet_stress,stress,gs,complement,p99,0.9637985645380992
0.01,100.0,deeponet_stress,stress,gs,complement,worst,0.9637985645380993
0.01,100.0,deeponet_stress,stress,gs,complement,best,0.2784814493046181
0.01,100.0,deeponet_stress,stress,gs,complement,frac_above_1,0.0
0.01,100.0,deeponet_stress,stress,gs,complement,mean_squared_ratio,0.5091291276195401
0.01,100.0,deeponet_stress,stress,sgs_ssor,full,n,23
0.01,100.0,deeponet_stress,stress,sgs_ssor,full,mean,0.5965524636647149
0.01,100.0,deeponet_stress,stress,sgs_ssor,full,median,0.5641490955925718
0.01,100.0,deeponet_stress,stress,sgs_ssor,full,p95,0.9303734558969742
0.01,100.0,deeponet_stress,stress,sgs_ssor,full,p99,0.9304533433195658
0.01,100.0,deeponet_stress,stress,sgs_ssor,full,worst,0.9304533433195658
0.01,100.0,deeponet_stress,stress,sgs_ssor,full,best,0.20139671691132577
0.01,100.0,deeponet_stress,stress,sgs_ssor,full,frac_above_1,0.0
0.01,100.0,deeponet_stress,stress,sgs_ssor,full,mean_squared_ratio,0.42985168086598075
0.01,100.0,deeponet_stress,stress,sgs_ssor,complement,n,23
0.01,100.0,deeponet_stress,stress,sgs_ssor,complement,mean,0.5767349586983785
0.01,100.0,deeponet_stress,stress,sgs_ssor,complement,median,0.5617712448092314
0.01,100.0,deeponet_stress,stress,sgs_ssor,complement,p95,0.9303348052370691
0.01,100.0,deeponet_stress,stress,sgs_ssor,complement,p99,0.930412968828396
0.01,100.0,deeponet_stress,stress,sgs_ssor,complement,worst,0.930412968828396
0.01,100.0,deeponet_stress,stress,sgs_ssor,complement,best,0.16844145441534544
0.01,100.0,deeponet_stress,stress,sgs_ssor,complement,frac_above_1,0.0
0.01,100.0,deeponet_stress,stress,sgs_ssor,complement,mean_squared_ratio,0.41786839888358324
0.01,100.0,deeponet_stress,stress,deeponet_scale,full,n,23
0.01,100.0,deeponet_stress,stress,deeponet_scale,full,mean,0.6945104343334105
0.01,100.0,deeponet_stress,stress,deeponet_scale,full,median,0.8930409883643224
0.01,100.0,deeponet_stress,stress,deeponet_scale,full,p95,0.990674374284821
0.01,100.0,deeponet_stress,stress,deeponet_scale,full,p99,0.9933278678678226
0.01,100.0,deeponet_stress,stress,deeponet_scale,full,worst,0.994075227337102
0.01,100.0,deeponet_stress,stress,deeponet_scale,full,best,0.09594708972891133
0.01,100.0,deeponet_stress,stress,deeponet_scale,full,frac_above_1,0.0
0.01,100.0,deeponet_stress,stress,deeponet_scale,full,mean_squared_ratio,0.5680616265324518
0.01,100.0,deeponet_stress,stress,deeponet_scale,complement,n,23
0.01,100.0,deeponet_stress,stress,deeponet_scale,complement,mean,0.6480089118709444
0.01,100.0,deeponet_stress,stress,deeponet_scale,complement,median,0.889198187965419
0.01,100.0,deeponet_stress,stress,deeponet_scale,complement,p95,0.9900912047591872
0.01,100.0,deeponet_stress,stress,deeponet_scale,complement,p99,0.990536397506546
0.01,100.0,deeponet_stress,stress,deeponet_scale,complement,worst,0.9906563464464998
0.01,100.0,deeponet_stress,stress,deeponet_scale,complement,best,0.06464662591619785
0.01,100.0,deeponet_stress,stress,deeponet_scale,complement,frac_above_1,0.0
0.01,100.0,deeponet_stress,stress,deeponet_scale,complement,mean_squared_ratio,0.5346969733115607
0.01,100.0,vcycle,-,learned,stationary,mean_rate,0.9708174983140194
0.01,100.0,vcycle,-,learned,stationary,worst_rate,0.9744497801401096
0.01,100.0,vcycle,-,learned,stationary,mean_iterations,30.0
0.01,100.0,vcycle,-,learned,stationary,seconds_per_rhs,0.6914881750126369
