epsilon,anisotropy,block,family,method,ratio_kind,statistic,value
0.1,10.0,classical_families,weak,gs,full,p95,0.8785799239241511
0.1,10.0,classical_families,weak,gs,full,p99,0.8791668262222297
0.1,10.0,classical_families,weak,gs,full,worst,0.8791668262222301
0.1,10.0,classical_families,weak,gs,full,best,0.6370139936778514
0.1,10.0,classical_families,weak,gs,full,frac_above_1,0.0
0.1,10.0,classical_families,weak,gs,full,mean_squared_ratio,0.6216425232769939
0.1,10.0,classical_families,weak,gs,complement,n,24
0.1,10.0,classical_families,weak,gs,complement,mean,0.7847069673807674
0.1,10.0,classical_families,weak,gs,complement,median,0.7924847400449404
0.1,10.0,classical_families,weak,gs,complement,p95,0.877955888002957
0.1,10.0,classical_families,weak,gs,complement,p99,0.8785665106917813
0.1,10.0,classical_families,weak,gs,complement,worst,0.8785665106917816
0.1,10.0,classical_families,weak,gs,complement,best,0.6350387052152595
0.1,10.0,classical_families,weak,gs,complement,frac_above_1,0.0
0.1,10.0,classical_families,weak,gs,complement,mean_squared_ratio,0.6200438689952582
0.1,10.0,classical_families,weak,sgs_ssor,full,n,24
0.1,10.0,classical_families,weak,sgs_ssor,full,mean,0.6425561627358757
0.1,10.0,classical_families,weak,sgs_ssor,full,median,0.6534406322526392
0.1,10.0,classical_families,weak,sgs_ssor,full,p95,0.7847233199280965
0.1,10.0,classical_families,weak,sgs_ssor,full,p99,0.7856240484244416
0.1,10.0,classical_families,weak,sgs_ssor,full,worst,0.7856240484244417
0.1,10.0,classical_families,weak,sgs_ssor,full,best,0.42300137272650146
0.1,10.0,classical_families,weak,sgs_ssor,full,frac_above_1,0.0
0.1,10.0,classical_families,weak,sgs_ssor,full,mean_squared_ratio,0.42259541440002263
0.1,10.0,classical_families,weak,sgs_ssor,complement,n,24
0.1,10.0,classical_families,weak,sgs_ssor,complement,mean,0.6411974323943228
0.1,10.0,classical_families,weak,sgs_ssor,complement,median,0.652995317259429
0.1,10.0,classical_families,weak,sgs_ssor,complement,p95,0.784324100623788
0.1,10.0,classical_families,weak,sgs_ssor,complement,p99,0.7852851196306673
0.1,10.0,classical_families,weak,sgs_ssor,complement,worst,0.7852851196306675
0.1,10.0,classical_families,weak,sgs_ssor,complement,best,0.41952633828814356
0.1,10.0,classical_families,weak,sgs_ssor,complement,frac_above_1,0.0
0.1,10.0,classical_families,weak,sgs_ssor,complement,mean_squared_ratio,0.42093696050381263
0.1,10.0,classical_families,survivor,jacobi,full,n,24
0.1,10.0,classical_families,survivor,jacobi,full,mean,0.8350899714030193
0.1,10.0,classical_families,survivor,jacobi,full,median,0.8610242324933157
0.1,10.0,classical_families,survivor,jacobi,full,p95,0.9407236556010602
0.1,10.0,classical_families,survivor,jacobi,full,p99,0.9467217433901411
0.1,10.0,classical_families,survivor,jacobi,full,worst,0.948490814456439
0.1,10.0,classical_families,survivor,jacobi,full,best,0.658033170051917
0.1,10.0,classical_families,survivor,jacobi,full,frac_above_1,0.0
0.1,10.0,classical_families,survivor,jacobi,full,mean_squared_ratio,0.7062985287723033
0.1,10.0,classical_families,survivor,jacobi,complement,n,24
0.1,10.0,classical_families,survivor,jacobi,complement,mean,0.8175770383451976
0.1,10.0,classical_families,survivor,jacobi,complement,median,0.8466819882934448
0.1,10.0,classical_families,survivor,jacobi,complement,p95,0.9399063541710738
0.1,10.0,classical_families,survivor,jacobi,complement,p99,0.9462660463519241
0.1,10.0,classical_families,survivor,jacobi,complement,worst,0.9480235825839636
0.1,10.0,classical_families,survivor,jacobi,complement,best,0.6268088231965091
0.1,10.0,classical_families,survivor,jacobi,complement,frac_above_1,0.0
0.1,10.0,classical_families,survivor,jacobi,complement,mean_squared_ratio,0.6796145369659062
0.1,10.0,classical_families,survivor,gs,full,n,24
0.1,10.0,classical_families,survivor,gs,full,mean,0.6725158364007039
0.1,10.0,classical_families,survivor,gs,full,median,0.5711598462921641
0.1,10.0,classical_families,survivor,gs,full,p95,0.8822692582088766
0.1,10.0,classical_families,survivor,gs,full,p99,0.893305255931664
0.1,10.0,classical_families,survivor,gs,full,worst,0.8959706235310172
0.1,10.0,classical_families,survivor,gs,full,best,0.5210890152149037
0.1,10.0,classical_families,survivor,gs,full,frac_above_1,0.0
0.1,10.0,classical_families,survivor,gs,full,mean_squared_ratio,0.4748667740673716
0.1,10.0,classical_families,survivor,gs,complement,n,24
0.1,10.0,classical_families,survivor,gs,complement,mean,0.6462372693260595
0.1,10.0,classical_families,survivor,gs,complement,median,0.5350625620545775
0.1,10.0,classical_families,survivor,gs,complement,p95,0.8812516252076116
0.1,10.0,classical_families,survivor,gs,complement,p99,0.8885673421442173
0.1,10.0,classical_families,survivor,gs,complement,worst,0.890118931021684
0.1,10.0,classical_families,survivor,gs,complement,best,0.46202175797855516
0.1,10.0,classical_families,survivor,gs,complement,frac_above_1,0.0
0.1,10.0,classical_families,survivor,gs,complement,mean_squared_ratio,0.44532023219706546
0.1,10.0,classical_families,survivor,sgs_ssor,full,n,24
0.1,10.0,classical_families,survivor,sgs_ssor,full,mean,0.5222320187223386
0.1,10.0,classical_families,survivor,sgs_ssor,full,median,0.38855442830906295
0.1,10.0,classical_families,survivor,sgs_ssor,full,p95,0.7953106896232757
0.1,10.0,classical_families,survivor,sgs_ssor,full,p99,0.815548554794303
0.1,10.0,classical_families,survivor,sgs_ssor,full,worst,0.8207244413598049
0.1,10.0,classical_families,survivor,sgs_ssor,full,best,0.319161697559217
0.1,10.0,classical_families,survivor,sgs_ssor,full,frac_above_1,0.0
0.1,10.0,classical_families,survivor,sgs_ssor,full,mean_squared_ratio,0.310563199854539
0.1,10.0,classical_families,survivor,sgs_ssor,complement,n,24
0.1,10.0,classical_families,survivor,sgs_ssor,complement,mean,0.5129636738492905
0.1,10.0,classical_families,survivor,sgs_ssor,complement,median,0.38338755561348115
0.1,10.0,classical_families,survivor,sgs_ssor,complement,p95,0.7942667193775149
0.1,10.0,classical_families,survivor,sgs_ssor,complement,p99,0.8135672106543538
0.1,10.0,classical_families,survivor,sgs_ssor,complement,worst,0.8183515960390453
0.1,10.0,classical_families,survivor,sgs_ssor,complement,best,0.30456027652278783
0.1,10.0,classical_families,survivor,sgs_ssor,complement,frac_above_1,0.0
0.1,10.0,classical_families,survivor,sgs_ssor,complement,mean_squared_ratio,0.30314819277132193
0.1,10.0,deeponet_families,gaussian,jacobi,full,n,24
0.1,10.0,deeponet_families,gaussian,jacobi,full,mean,0.5167155988100998
0.1,10.0,deeponet_families,gaussian,jacobi,full,median,0.5159445390968276
0.1,10.0,deeponet_families,gaussian,jacobi,full,p95,0.5392279282943381
0.1,10.0,deeponet_families,gaussian,jacobi,full,p99,0.548518292824439
0.1,10.0,deeponet_families,gaussian,jacobi,full,worst,0.5509013197665009
0.1,10.0,deeponet_families,gaussian,jacobi,full,best,0.49214712384098924
0.1,10.0,deeponet_families,gaussian,jacobi,full,frac_above_1,0.0
0.1,10.0,deeponet_families,gaussian,jacobi,full,mean_squared_ratio,0.2672058358354881
0.1,10.0,deeponet_families,gaussian,jacobi,complement,n,24
0.1,10.0,deeponet_families,gaussian,jacobi,complement,mean,0.4706927425472754
0.1,10.0,deeponet_families,gaussian,jacobi,complement,median,0.471649950227378
0.1,10.0,deeponet_families,gaussian,jacobi,complement,p95,0.4921909860291316
0.1,10.0,deeponet_families,gaussian,jacobi,complement,p99,0.5021186591923158
0.1,10.0,deeponet_families,gaussian,jacobi,complement,worst,0.5050191612945001
0.1,10.0,deeponet_families,gaussian,jacobi,complement,best,0.4404166558995649
0.1,10.0,deeponet_families,gaussian,jacobi,complement,frac_above_1,0.0
0.1,10.0,deeponet_families,gaussian,jacobi,complement,mean_squared_ratio,0.2217959699328019
0.1,10.0,deeponet_families,gaussian,gs,full,n,24
0.1,10.0,deeponet_families,gaussian,gs,full,mean,0.4311674695432221
0.1,10.0,deeponet_families,gaussian,gs,full,median,0.4306374398660482
0.1,10.0,deeponet_families,gaussian,gs,full,p95,0.4410275185311687
0.1,10.0,deeponet_families,gaussian,gs,full,p99,0.4444504174701971
0.1,10.0,deeponet_families,gaussian,gs,full,worst,0.44537395047107775
0.1,10.0,deeponet_families,gaussian,gs,full,best,0.41738704620307276
0.1,10.0,deeponet_families,gaussian,gs,full,frac_above_1,0.0
0.1,10.0,deeponet_families,gaussian,gs,full,mean_squared_ratio,0.18594525746943558
0.1,10.0,deeponet_families,gaussian,gs,complement,n,24
0.1,10.0,deeponet_families,gaussian,gs,complement,mean,0.3565692118552413
0.1,10.0,deeponet_families,gaussian,gs,complement,median,0.35652588489209047
0.1,10.0,deeponet_families,gaussian,gs,complement,p95,0.36801913728594354
0.1,10.0,deeponet_families,gaussian,gs,complement,p99,0.3738500109588511
0.1,10.0,deeponet_families,gaussian,gs,complement,worst,0.3754304676331982
0.1,10.0,deeponet_families,gaussian,gs,complement,best,0.3418266894082297
0.1,10.0,deeponet_families,gaussian,gs,complement,frac_above_1,0.0
0.1,10.0,deeponet_families,gaussian,gs,complement,mean_squared_ratio,0.1272041810191228
0.1,10.0,deeponet_families,gaussian,sgs_ssor,full,n,24
0.1,10.0,deeponet_families,gaussian,sgs_ssor,full,mean,0.24141927371308805
0.1,10.0,deeponet_families,gaussian,sgs_ssor,full,median,0.2415628309104154
0.1,10.0,deeponet_families,gaussian,sgs_ssor,full,p95,0.25051040368785066
0.1,10.0,deeponet_families,gaussian,sgs_ssor,full,p99,0.25138367470518047
0.1,10.0,deeponet_families,gaussian,sgs_ssor,full,worst,0.25154130231406263
0.1,10.0,deeponet_families,gaussian,sgs_ssor,full,best,0.22883877866306943
0.1,10.0,deeponet_families,gaussian,sgs_ssor,full,frac_above_1,0.0
0.1,10.0,deeponet_families,gaussian,sgs_ssor,full,mean_squared_ratio,0.05831145704401092
0.1,10.0,deeponet_families,gaussian,sgs_ssor,complement,n,24
0.1,10.0,deeponet_families,gaussian,sgs_ssor,complement,mean,0.22262185787865962
0.1,10.0,deeponet_families,gaussian,sgs_ssor,complement,median,0.22244917946512116
0.1,10.0,deeponet_families,gaussian,sgs_ssor,complement,p95,0.23161513704650655
0.1,10.0,deeponet_families,gaussian,sgs_ssor,complement,p99,0.2324195964961548
0.1,10.0,deeponet_families,gaussian,sgs_ssor,complement,worst,0.23255784757198453
0.1,10.0,deeponet_families,gaussian,sgs_ssor,complement,best,0.21285112050057095
0.1,10.0,deeponet_families,gaussian,sgs_ssor,complement,frac_above_1,0.0
0.1,10.0,deeponet_families,gaussian,sgs_ssor,complement,mean_squared_ratio,0.0495835126504266
0.1,10.0,deeponet_families,gaussian,deeponet_scale,full,n,24
0.1,10.0,deeponet_families,gaussian,deeponet_scale,full,mean,0.4407946825180978
0.1,10.0,deeponet_families,gaussian,deeponet_scale,full,median,0.43913543291332546
0.1,10.0,deeponet_families,gaussian,deeponet_scale,full,p95,0.4565944696320237
0.1,10.0,deeponet_families,gaussian,deeponet_scale,full,p99,0.46625291826394655
0.1,10.0,deeponet_families,gaussian,deeponet_scale,full,worst,0.469041992589889
0.1,10.0,deeponet_families,gaussian,deeponet_scale,full,best,0.4194206730112163
0.1,10.0,deeponet_families,gaussian,deeponet_scale,full,frac_above_1,0.0
0.1,10.0,deeponet_families,gaussian,deeponet_scale,full,mean_squared_ratio,0.19443368900403282
0.1,10.0,deeponet_families,gaussian,deeponet_scale,complement,n,24
0.1,10.0,deeponet_families,gaussian,deeponet_scale,complement,mean,0.40483141339005946
0.1,10.0,deeponet_families,gaussian,deeponet_scale,complement,median,0.4047585067707609
0.1,10.0,deeponet_families,gaussian,deeponet_scale,complement,p95,0.4253320075026566
0.1,10.0,deeponet_families,gaussian,deeponet_scale,complement,p99,0.43081831791793573
0.1,10.0,deeponet_families,gaussian,deeponet_scale,complement,worst,0.4321301368686448
0.1,10.0,deeponet_families,gaussian,deeponet_scale,complement,best,0.3808992340324178
0.1,10.0,deeponet_families,gaussian,deeponet_scale,complement,frac_above_1,0.0
0.1,10.0,deeponet_families,gaussian,deeponet_scale,complement,mean_squared_ratio,0.16403413457889574
0.1,10.0,deeponet_families,fourier,jacobi,full,n,24
0.1,10.0,deeponet_families,fourier,jacobi,full,mean,0.46666477784275734
0.1,10.0,deeponet_families,fourier,jacobi,full,median,0.48837047837901004
0.1,10.0,deeponet_families,fourier,jacobi,full,p95,0.6315471008647964
0.1,10.0,deeponet_families,fourier,jacobi,full,p99,0.668414021788949
0.1,10.0,deeponet_families,fourier,jacobi,full,worst,0.677583083973516
0.1,10.0,deeponet_families,fourier,jacobi,full,best,0.2821582295269305
0.1,10.0,deeponet_families,fourier,jacobi,full,frac_above_1,0.0
0.1,10.0,deeponet_families,fourier,jacobi,full,mean_squared_ratio,0.2330180426789148
0.1,10.0,deeponet_families,fourier,jacobi,complement,n,24
0.1,10.0,deeponet_families,fourier,jacobi,complement,mean,0.42257620423015974
0.1,10.0,deeponet_families,fourier,jacobi,complement,median,0.4756372230603846
0.1,10.0,deeponet_families,fourier,jacobi,complement,p95,0.5705867988578466
0.1,10.0,deeponet_families,fourier,jacobi,complement,p99,0.6459021154911421
0.1,10.0,deeponet_families,fourier,jacobi,complement,worst,0.6680709962713185
0.1,10.0,deeponet_families,fourier,jacobi,complement,best,0.15971010447472025
0.1,10.0,deeponet_families,fourier,jacobi,complement,frac_above_1,0.0
0.1,10.0,deeponet_families,fourier,jacobi,complement,mean_squared_ratio,0.1957272559711858
0.1,10.0,deeponet_families,fourier,gs,full,n,24
0.1,10.0,deeponet_families,fourier,gs,full,mean,0.41580422463405514
0.1,10.0,deeponet_families,fourier,gs,full,median,0.43336685146054177
0.1,10.0,deeponet_families,fourier,gs,full,p95,0.5135964114922731
0.1,10.0,deeponet_families,fourier,gs,full,p99,0.5243278258950382
0.1,10.0,deeponet_families,fourier,gs,full,worst,0.5262062391434692
0.1,10.0,deeponet_families,fourier,gs,full,best,0.23524484986622624
0.1,10.0,deeponet_families,fourier,gs,full,frac_above_1,0.0
0.1,10.0,deeponet_families,fourier,gs,full,mean_squared_ratio,0.17769567304985168
0.1,10.0,deeponet_families,fourier,gs,complement,n,24
0.1,10.0,deeponet_families,fourier,gs,complement,mean,0.33638273455075907
0.1,10.0,deeponet_families,fourier,gs,complement,median,0.33657744179763716
0.1,10.0,deeponet_families,fourier,gs,complement,p95,0.4710973637045332
0.1,10.0,deeponet_families,fourier,gs,complement,p99,0.49076309424903625
0.1,10.0,deeponet_families,fourier,gs,complement,worst,0.4943315705951806
0.1,10.0,deeponet_families,fourier,gs,complement,best,0.17613549309892865
0.1,10.0,deeponet_families,fourier,gs,complement,frac_above_1,0.0
0.1,10.0,deeponet_families,fourier,gs,complement,mean_squared_ratio,0.11881271542667499
0.1,10.0,deeponet_families,fourier,sgs_ssor,full,n,24
0.1,10.0,deeponet_families,fourier,sgs_ssor,full,mean,0.23243741296291578
0.1,10.0,deeponet_families,fourier,sgs_ssor,full,median,0.23609902097167096
0.1,10.0,deeponet_families,fourier,sgs_ssor,full,p95,0.2868826510580832
0.1,10.0,deeponet_families,fourier,sgs_ssor,full,p99,0.34486288511971575
0.1,10.0,deeponet_families,fourier,sgs_ssor,full,worst,0.3619725268861191
0.1,10.0,deeponet_families,fourier,sgs_ssor,full,best,0.11179011374595169
0.1,10.0,deeponet_families,fourier,sgs_ssor,full,frac_above_1,0.0
0.1,10.0,deeponet_families,fourier,sgs_ssor,full,mean_squared_ratio,0.056937133945708845
0.1,10.0,deeponet_families,fourier,sgs_ssor,complement,n,24
0.1,10.0,deeponet_families,fourier,sgs_ssor,complement,mean,0.215496249499858
0.1,10.0,deeponet_families,fourier,sgs_ssor,complement,median,0.2206505769297246
0.1,10.0,deeponet_families,fourier,sgs_ssor,complement,p95,0.28026576485028704
0.1,10.0,deeponet_families,fourier,sgs_ssor,complement,p99,0.33230390438283824
0.1,10.0,deeponet_families,fourier,sgs_ssor,complement,worst,0.34773050150890855
0.1,10.0,deeponet_families,fourier,sgs_ssor,complement,best,0.10601552202731797
0.1,10.0,deeponet_families,fourier,sgs_ssor,complement,frac_above_1,0.0
0.1,10.0,deeponet_families,fourier,sgs_ssor,complement,mean_squared_ratio,0.04927377818414125
0.1,10.0,deeponet_families,fourier,deeponet_scale,full,n,24
0.1,10.0,deeponet_families,fourier,deeponet_scale,full,mean,0.46866923928892396
0.1,10.0,deeponet_families,fourier,deeponet_scale,full,median,0.45466028362486177
0.1,10.0,deeponet_families,fourier,deeponet_scale,full,p95,0.6705868893236238
0.1,10.0,deeponet_families,fourier,deeponet_scale,full,p99,0.6953720865378772
0.1,10.0,deeponet_families,fourier,deeponet_scale,full,worst,0.702382491403955
0.1,10.0,deeponet_families,fourier,deeponet_scale,full,best,0.22690574913283934
0.1,10.0,deeponet_families,fourier,deeponet_scale,full,frac_above_1,0.0
0.1,10.0,deeponet_families,fourier,deeponet_scale,full,mean_squared_ratio,0.23601211837677813
0.1,10.0,deeponet_families,fourier,deeponet_scale,complement,n,24
0.1,10.0,deeponet_families,fourier,deeponet_scale,complement,mean,0.4331814021870364
0.1,10.0,deeponet_families,fourier,deeponet_scale,complement,median,0.4438168634004432
0.1,10.0,deeponet_families,fourier,deeponet_scale,complement,p95,0.6689679227811253
0.1,10.0,deeponet_families,fourier,deeponet_scale,complement,p99,0.6911008846909472
0.1,10.0,deeponet_families,fourier,deeponet_scale,complement,worst,0.6974001030094588
0.1,10.0,deeponet_families,fourier,deeponet_scale,complement,best,0.14037510880475906
0.1,10.0,deeponet_families,fourier,deeponet_scale,complement,frac_above_1,0.0
0.1,10.0,deeponet_families,fourier,deeponet_scale,complement,mean_squared_ratio,0.21144961635151568
0.1,10.0,deeponet_families,weak,jacobi,full,n,24
0.1,10.0,deeponet_families,weak,jacobi,full,mean,0.900297716551254
0.1,10.0,deeponet_families,weak,jacobi,full,median,0.9086175199823905
0.1,10.0,deeponet_families,weak,jacobi,full,p95,0.9479664061738718
0.1,10.0,deeponet_families,weak,jacobi,full,p99,0.948251968644466
0.1,10.0,deeponet_families,weak,jacobi,full,worst,0.948251968644466
0.1,10.0,deeponet_families,weak,jacobi,full,best,0.7905525248380482
0.1,10.0,deeponet_families,weak,jacobi,full,frac_above_1,0.0
0.1,10.0,deeponet_families,weak,jacobi,full,mean_squared_ratio,0.8121168890379454
0.1,10.0,deeponet_families,weak,jacobi,complement,n,24
0.1,10.0,deeponet_families,weak,jacobi,complement,mean,0.9000753526601182
0.1,10.0,deeponet_families,weak,jacobi,complement,median,0.9086158556781287
0.1,10.0,deeponet_families,weak,jacobi,complement,p95,0.9479618910095371
0.1,10.0,deeponet_families,weak,jacobi,complement,p99,0.9482519686444658
0.1,10.0,deeponet_families,weak,jacobi,complement,worst,0.9482519686444659
0.1,10.0,deeponet_families,weak,jacobi,complement,best,0.7878006399183448
0.1,10.0,deeponet_families,weak,jacobi,complement,frac_above_1,0.0
0.1,10.0,deeponet_families,weak,jacobi,complement,mean_squared_ratio,0.8117521171007773
0.1,10.0,deeponet_families,weak,gs,full,n,24
0.1,10.0,deeponet_families,weak,gs,full,mean,0.785757025402579
0.1,10.0,deeponet_families,weak,gs,full,median,0.7931054193720054
0.1,10.0,deeponet_families,weak,gs,full,p95,0.8785799239241511
0.1,10.0,deeponet_families,weak,gs,full,p99,0.8791668262222297
0.1,10.0,deeponet_families,weak,gs,full,worst,0.8791668262222301
0.1,10.0,deeponet_families,weak,gs,full,best,0.6370139936778514
0.1,10.0,deeponet_families,weak,gs,full,frac_above_1,0.0
0.1,10.0,deeponet_families,weak,gs,full,mean_squared_ratio,0.6216425232769939
0.1,10.0,deeponet_families,weak,gs,complement,n,24
0.1,10.0,deeponet_families,weak,gs,complement,mean,0.7847069673807674
0.1,10.0,deeponet_families,weak,gs,complement,median,0.7924847400449404
0.1,10.0,deeponet_families,weak,gs,complement,p95,0.877955888002957
0.1,10.0,deeponet_families,weak,gs,complement,p99,0.8785665106917813
0.1,10.0,deeponet_families,weak,gs,complement,worst,0.8785665106917816
0.1,10.0,deeponet_families,weak,gs,complement,best,0.6350387052152595
0.1,10.0,deeponet_families,weak,gs,complement,frac_above_1,0.0
0.1,10.0,deeponet_families,weak,gs,complement,mean_squared_ratio,0.6200438689952582
0.1,10.0,deeponet_families,weak,sgs_ssor,full,n,24
0.1,10.0,deeponet_families,weak,sgs_ssor,full,mean,0.6425561627358757
0.1,10.0,deeponet_families,weak,sgs_ssor,full,median,0.6534406322526392
0.1,10.0,deeponet_families,weak,sgs_ssor,full,p95,0.7847233199280965
0.1,10.0,deeponet_families,weak,sgs_ssor,full,p99,0.7856240484244416
0.1,10.0,deeponet_families,weak,sgs_ssor,full,worst,0.7856240484244417
0.1,10.0,deeponet_families,weak,sgs_ssor,full,best,0.42300137272650146
0.1,10.0,deeponet_families,weak,sgs_ssor,full,frac_above_1,0.0
0.1,10.0,deeponet_families,weak,sgs_ssor,full,mean_squared_ratio,0.42259541440002263
0.1,10.0,deeponet_families,weak,sgs_ssor,complement,n,24
0.1,10.0,deeponet_families,weak,sgs_ssor,complement,mean,0.6411974323943228
0.1,10.0,deeponet_families,weak,sgs_ssor,complement,median,0.652995317259429
0.1,10.0,deeponet_families,weak,sgs_ssor,complement,p95,0.784324100623788
0.1,10.0,deeponet_families,weak,sgs_ssor,complement,p99,0.7852851196306673
0.1,10.0,deeponet_families,weak,sgs_ssor,complement,worst,0.7852851196306675
0.1,10.0,deeponet_families,weak,sgs_ssor,complement,best,0.41952633828814356
0.1,10.0,deeponet_families,weak,sgs_ssor,complement,frac_above_1,0.0
0.1,10.0,deeponet_families,weak,sgs_ssor,complement,mean_squared_ratio,0.42093696050381263
0.1,10.0,deeponet_families,weak,deeponet_scale,full,n,24
0.1,10.0,deeponet_families,weak,deeponet_scale,full,mean,0.8919323527051827
0.1,10.0,deeponet_families,weak,deeponet_scale,full,median,0.9036867318463628
0.1,10.0,deeponet_families,weak,deeponet_scale,full,p95,1.021460564871035
0.1,10.0,deeponet_families,weak,deeponet_scale,full,p99,1.0383381257345887
0.1,10.0,deeponet_families,weak,deeponet_scale,full,worst,1.0409764982057355
0.1,10.0,deeponet_families,weak,deeponet_scale,full,best,0.6870520218639804
0.1,10.0,deeponet_families,weak,deeponet_scale,full,frac_above_1,0.08333333333333333
0.1,10.0,deeponet_families,weak,deeponet_scale,full,mean_squared_ratio,0.8033968843024032
0.1,10.0,deeponet_families,weak,deeponet_scale,complement,n,24
0.1,10.0,deeponet_families,weak,deeponet_scale,complement,mean,0.8742994145761851
0.1,10.0,deeponet_families,weak,deeponet_scale,complement,median,0.9036098810420252
0.1,10.0,deeponet_families,weak,deeponet_scale,complement,p95,0.9885782686346377
0.1,10.0,deeponet_families,weak,deeponet_scale,complement,p99,1.0076124372117419
0.1,10.0,deeponet_families,weak,deeponet_scale,complement,worst,1.0123277343127208
0.1,10.0,deeponet_families,weak,deeponet_scale,complement,best,0.650618761115898
0.1,10.0,deeponet_families,weak,deeponet_scale,complement,frac_above_1,0.041666666666666664
0.1,10.0,deeponet_families,weak,deeponet_scale,complement,mean_squared_ratio,0.7746698296982638
0.1,10.0,deeponet_families,survivor,jacobi,full,n,24
0.1,10.0,deeponet_families,survivor,jacobi,full,mean,0.8350899714030193
0.1,10.0,deeponet_families,survivor,jacobi,full,median,0.8610242324933157
0.1,10.0,deeponet_families,survivor,jacobi,full,p95,0.9407236556010602
0.1,10.0,deeponet_families,survivor,jacobi,full,p99,0.9467217433901411
0.1,10.0,deeponet_families,survivor,jacobi,full,worst,0.948490814456439
0.1,10.0,deeponet_families,survivor,jacobi,full,best,0.658033170051917
0.1,10.0,deeponet_families,survivor,jacobi,full,frac_above_1,0.0
0.1,10.0,deeponet_families,survivor,jacobi,full,mean_squared_ratio,0.7062985287723033
0.1,10.0,deeponet_families,survivor,jacobi,complement,n,24
0.1,10.0,deeponet_families,survivor,jacobi,complement,mean,0.8175770383451976
0.1,10.0,deeponet_families,survivor,jacobi,complement,median,0.8466819882934448
0.1,10.0,deeponet_families,survivor,jacobi,complement,p95,0.9399063541710738
0.1,10.0,deeponet_families,survivor,jacobi,complement,p99,0.9462660463519241
0.1,10.0,deeponet_families,survivor,jacobi,complement,worst,0.9480235825839636
0.1,10.0,deeponet_families,survivor,jacobi,complement,best,0.6268088231965091
0.1,10.0,deeponet_families,survivor,jacobi,complement,frac_above_1,0.0
0.1,10.0,deeponet_families,survivor,jacobi,complement,mean_squared_ratio,0.6796145369659062
0.1,10.0,deeponet_families,survivor,gs,full,n,24
0.1,10.0,deeponet_families,survivor,gs,full,mean,0.6725158364007039
0.1,10.0,deeponet_families,survivor,gs,full,median,0.5711598462921641
0.1,10.0,deeponet_families,survivor,gs,full,p95,0.8822692582088766
0.1,10.0,deeponet_families,survivor,gs,full,p99,0.893305255931664
0.1,10.0,deeponet_families,survivor,gs,full,worst,0.8959706235310172
0.1,10.0,deeponet_families,survivor,gs,full,best,0.5210890152149037
0.1,10.0,deeponet_families,survivor,gs,full,frac_above_1,0.0
0.1,10.0,deeponet_families,survivor,gs,full,mean_squared_ratio,0.4748667740673716
0.1,10.0,deeponet_families,survivor,gs,complement,n,24
0.1,10.0,deeponet_families,survivor,gs,complement,mean,0.6462372693260595
0.1,10.0,deeponet_families,survivor,gs,complement,median,0.5350625620545775
0.1,10.0,deeponet_families,survivor,gs,complement,p95,0.8812516252076116
0.1,10.0,deeponet_families,survivor,gs,complement,p99,0.8885673421442173
0.1,10.0,deeponet_families,survivor,gs,complement,worst,0.890118931021684
0.1,10.0,deeponet_families,survivor,gs,complement,best,0.46202175797855516
0.1,10.0,deeponet_families,survivor,gs,complement,frac_above_1,0.0
0.1,10.0,deeponet_families,survivor,gs,complement,mean_squared_ratio,0.44532023219706546
0.1,10.0,deeponet_families,survivor,sgs_ssor,full,n,24
0.1,10.0,deeponet_families,survivor,sgs_ssor,full,mean,0.5222320187223386
0.1,10.0,deeponet_families,survivor,sgs_ssor,full,median,0.38855442830906295
0.1,10.0,deeponet_families,survivor,sgs_ssor,full,p95,0.7953106896232757
0.1,10.0,deeponet_families,survivor,sgs_ssor,full,p99,0.815548554794303
0.1,10.0,deeponet_families,survivor,sgs_ssor,full,worst,0.8207244413598049
0.1,10.0,deeponet_families,survivor,sgs_ssor,full,best,0.319161697559217
0.1,10.0,deeponet_families,survivor,sgs_ssor,full,frac_above_1,0.0
0.1,10.0,deeponet_families,survivor,sgs_ssor,full,mean_squared_ratio,0.310563199854539
0.1,10.0,deeponet_families,survivor,sgs_ssor,complement,n,24
0.1,10.0,deeponet_families,survivor,sgs_ssor,complement,mean,0.5129636738492905
0.1,10.0,deeponet_families,survivor,sgs_ssor,complement,median,0.38338755561348115
0.1,10.0,deeponet_families,survivor,sgs_ssor,complement,p95,0.7942667193775149
0.1,10.0,deeponet_families,survivor,sgs_ssor,complement,p99,0.8135672106543538
0.1,10.0,deeponet_families,survivor,sgs_ssor,complement,worst,0.8183515960390453
0.1,10.0,deeponet_families,survivor,sgs_ssor,complement,best,0.30456027652278783
0.1,10.0,deeponet_families,survivor,sgs_ssor,complement,frac_above_1,0.0
0.1,10.0,deeponet_families,survivor,sgs_ssor,complement,mean_squared_ratio,0.30314819277132193
0.1,10.0,deeponet_families,survivor,deeponet_scale,full,n,24
0.1,10.0,deeponet_families,survivor,deeponet_scale,full,mean,0.7132492100034905
0.1,10.0,deeponet_families,survivor,deeponet_scale,full,median,0.624328731273081
0.1,10.0,deeponet_families,survivor,deeponet_scale,full,p95,0.9319395352348272
0.1,10.0,deeponet_families,survivor,deeponet_scale,full,p99,0.936283118056034
0.1,10.0,deeponet_families,survivor,deeponet_scale,full,worst,0.9367544499720546
0.1,10.0,deeponet_families,survivor,deeponet_scale,full,best,0.5304117322963955
0.1,10.0,deeponet_families,survivor,deeponet_scale,full,frac_above_1,0.0
