epoch,train_loss,val_energy,lr
0,0.34662816047815104,0.33542399797952194,0.001
1500,0.22415605408646247,0.22683255876672967,0.001
3000,0.18163329339218423,0.2031481599459341,0.001
4500,0.15809997704144124,0.1976860755937802,0.001
6000,0.18854745728712075,0.19445526995561896,0.001
