epoch,train_loss,val_energy,lr
0,1.0059127077512802,1.004145386424375,0.001
1000,0.9189223099817717,0.9095194317708621,0.001
2000,0.8368506907801283,0.8852302699630294,0.001
3000,0.753528559184856,0.8645914204314971,0.001
4000,0.7976540895446206,0.861427671540588,0.001
