epoch,train_loss,train_cgc,train_energy,val_total,val_cgc,val_energy,lr
0,0.1316017983910595,0.09693898234330973,0.34662816047749767,0.13143437534232222,0.09788745186480846,0.3354692347751374,0.001
1500,0.10824372552522268,0.08480738377930387,0.23436341745918804,0.11535742733647722,0.0918737198040533,0.2348370753242392,0.001
3000,0.09542568904641174,0.07567335694507812,0.1975233210133362,0.11189041379268454,0.08990709066488806,0.2198332312779648,0.001
4500,0.10096934978759789,0.08246533980787882,0.18504009979719066,0.1105564871197239,0.08853807671950575,0.22018410400218155,0.001
6000,0.11198866644542851,0.09116919873196298,0.20819467713465523,0.10794379389331595,0.08649516088208728,0.21448633011228663,0.001
