epoch,train_loss,val_loss,lr,seconds,omega
0,0.20745351674039925,0.18380594933089317,0.001,0.048547983169555664,0.6656666666902734
100,0.16523257876180258,0.17483114894643778,0.001,3.770111083984375,0.6097319742386694
200,0.17605193840237626,0.17496443840729037,0.001,6.781152963638306,0.5968676274521084
300,0.1699108575102037,0.1735117448666829,0.001,9.8074209690094,0.6027356193002837
400,0.16624054654334813,0.17259093811092246,0.001,13.000073909759521,0.5994310931660943
500,0.18563934065849824,0.17174324942655922,0.001,16.177273988723755,0.6047486303775437
600,0.17382732158527334,0.17159785134115443,0.001,19.24804997444153,0.594370047808579
700,0.1714108815050912,0.17119074068032167,0.001,22.46760129928589,0.5941803732782037
800,0.1799631409966148,0.17038506354263344,0.001,26.06463646888733,0.6048145567414233
900,0.17571124899436646,0.17050473724128923,0.001,29.526472091674805,0.6003307047280508
1000,0.1566579953105937,0.16314036682320182,0.001,33.94363808631897,0.616183816485786
1100,0.16813602860693483,0.1588591196984992,0.001,38.525384187698364,0.6218777953259649
1200,0.16402359966181054,0.15703089150781843,0.001,41.658523082733154,0.6229048159094993
1300,0.1593083991336708,0.1574734878099213,0.001,44.8256778717041,0.6252930690985465
1400,0.16081081252017168,0.152997023924164,0.001,48.22534537315369,0.6322354498237476
1500,0.1641853156109495,0.15110765580276553,0.001,51.38947868347168,0.6371887615185245
1600,0.15569831133962525,0.14822804401125633,0.001,54.480940103530884,0.6461487352347765
1700,0.15816634152991235,0.14668703687462162,0.001,58.32229924201965,0.6495211201822573
1800,0.14980770799070312,0.14560077836094354,0.001,61.465418577194214,0.6487126044991524
1900,0.12376317855326427,0.14741541562644536,0.001,64.60184407234192,0.649595393877469
2000,0.1543613284868835,0.14436113348685248,0.001,67.71073079109192,0.6498814321879121
2100,0.1487651300973736,0.14337808279600367,0.001,71.23965263366699,0.650792004173972
2200,0.12928264819563318,0.14198694679110477,0.001,74.31769824028015,0.6509695309542073
2300,0.1473399767578647,0.14346964259895403,0.001,77.31593036651611,0.6520080208289605
2400,0.13592570449037988,0.14152350590656315,0.001,80.92804598808289,0.6633022489052239
2500,0.13087456057301852,0.1391105623775423,0.001,84.60540008544922,0.6540985852757975
2600,0.14873845263438207,0.13796237972213493,0.001,87.90176749229431,0.6626993159466827
2700,0.12466311643536722,0.1362227880391258,0.001,91.72795867919922,0.6681898750388259
2800,0.1326284165260751,0.13577600341167748,0.001,95.32476425170898,0.6725864605602823
2900,0.134087829700686,0.13363759907103076,0.001,98.63028812408447,0.6710634173987416
3000,0.1263379075952024,0.13305040335676727,0.001,101.66216659545898,0.6795311697793928
