epsilon,tag,section,method,statistic,value
0.0001,1e-04,rho_TG_on_eF,deeponet_skip_fourier,max,0.5081606545827766
0.0001,1e-04,rho_TG_on_eF,deeponet_skip_fourier,frac_gt_1,0.0
0.0001,1e-04,rho_TG_on_eF,deeponet_skip_fourier,mean_energy,0.06546778499533873
0.0001,1e-04,rho_TG_on_eF,coarse_only,n,256
0.0001,1e-04,rho_TG_on_eF,coarse_only,mean,1.0
0.0001,1e-04,rho_TG_on_eF,coarse_only,median,1.0
0.0001,1e-04,rho_TG_on_eF,coarse_only,std,4.0611090443903977e-16
0.0001,1e-04,rho_TG_on_eF,coarse_only,p95,1.0000000000000007
0.0001,1e-04,rho_TG_on_eF,coarse_only,max,1.000000000000001
0.0001,1e-04,rho_TG_on_eF,coarse_only,frac_gt_1,0.43359375
0.0001,1e-04,rho_TG_on_eF,coarse_only,mean_energy,1.0
0.0001,1e-04,rho_F_repeated_3_steps,jacobi,n,256
0.0001,1e-04,rho_F_repeated_3_steps,jacobi,mean,0.16602259560275562
0.0001,1e-04,rho_F_repeated_3_steps,jacobi,median,0.15057807161482
0.0001,1e-04,rho_F_repeated_3_steps,jacobi,std,0.05624532457995359
0.0001,1e-04,rho_F_repeated_3_steps,jacobi,p95,0.2872418604719158
0.0001,1e-04,rho_F_repeated_3_steps,jacobi,max,0.3783930908517684
0.0001,1e-04,rho_F_repeated_3_steps,jacobi,frac_gt_1,0.0
0.0001,1e-04,rho_F_repeated_3_steps,jacobi,mean_energy,0.030714681223182393
0.0001,1e-04,rho_F_repeated_3_steps,gs,n,256
0.0001,1e-04,rho_F_repeated_3_steps,gs,mean,0.08089489083879425
0.0001,1e-04,rho_F_repeated_3_steps,gs,median,0.07454386782176614
0.0001,1e-04,rho_F_repeated_3_steps,gs,std,0.0231758364928883
0.0001,1e-04,rho_F_repeated_3_steps,gs,p95,0.1261857354301248
0.0001,1e-04,rho_F_repeated_3_steps,gs,max,0.15204861579560927
0.0001,1e-04,rho_F_repeated_3_steps,gs,frac_gt_1,0.0
0.0001,1e-04,rho_F_repeated_3_steps,gs,mean_energy,0.0070790046383204346
0.0001,1e-04,rho_F_repeated_3_steps,sgs_ssor,n,256
0.0001,1e-04,rho_F_repeated_3_steps,sgs_ssor,mean,0.04365719032601276
0.0001,1e-04,rho_F_repeated_3_steps,sgs_ssor,median,0.039431727585155646
0.0001,1e-04,rho_F_repeated_3_steps,sgs_ssor,std,0.02109697656890811
0.0001,1e-04,rho_F_repeated_3_steps,sgs_ssor,p95,0.08600685913209324
0.0001,1e-04,rho_F_repeated_3_steps,sgs_ssor,max,0.13096758795145727
0.0001,1e-04,rho_F_repeated_3_steps,sgs_ssor,frac_gt_1,0.0
0.0001,1e-04,rho_F_repeated_3_steps,sgs_ssor,mean_energy,0.0023492940843062708
0.0001,1e-04,rho_F_repeated_3_steps,deeponet_plain,n,256
0.0001,1e-04,rho_F_repeated_3_steps,deeponet_plain,mean,0.9099051070567934
0.0001,1e-04,rho_F_repeated_3_steps,deeponet_plain,median,0.9449695495442447
0.0001,1e-04,rho_F_repeated_3_steps,deeponet_plain,std,0.09606291663672695
0.0001,1e-04,rho_F_repeated_3_steps,deeponet_plain,p95,1.0009770851815207
0.0001,1e-04,rho_F_repeated_3_steps,deeponet_plain,max,1.0364699587263235
0.0001,1e-04,rho_F_repeated_3_steps,deeponet_plain,frac_gt_1,0.06640625
0.0001,1e-04,rho_F_repeated_3_steps,deeponet_plain,mean_energy,0.837119340597849
0.0001,1e-04,rho_F_repeated_3_steps,deeponet_skip,n,256
0.0001,1e-04,rho_F_repeated_3_steps,deeponet_skip,mean,0.1390013329506439
0.0001,1e-04,rho_F_repeated_3_steps,deeponet_skip,median,0.12796419960287284
0.0001,1e-04,rho_F_repeated_3_steps,deeponet_skip,std,0.05220928044458771
0.0001,1e-04,rho_F_repeated_3_steps,deeponet_skip,p95,0.2525387851700218
0.0001,1e-04,rho_F_repeated_3_steps,deeponet_skip,max,0.33946532283949166
0.0001,1e-04,rho_F_repeated_3_steps,deeponet_skip,frac_gt_1,0.0
0.0001,1e-04,rho_F_repeated_3_steps,deeponet_skip,mean_energy,0.022036531835329633
0.0001,1e-04,rho_F_repeated_3_steps,deeponet_skip_fourier,n,256
0.0001,1e-04,rho_F_repeated_3_steps,deeponet_skip_fourier,mean,0.08892205388044125
0.0001,1e-04,rho_F_repeated_3_steps,deeponet_skip_fourier,median,0.0854366908816925
0.0001,1e-04,rho_F_repeated_3_steps,deeponet_skip_fourier,std,0.02736183347938373
0.0001,1e-04,rho_F_repeated_3_steps,deeponet_skip_fourier,p95,0.13545586348205868
0.0001,1e-04,rho_F_repeated_3_steps,deeponet_skip_fourier,max,0.2258943439235544
0.0001,1e-04,rho_F_repeated_3_steps,deeponet_skip_fourier,frac_gt_1,0.0
0.0001,1e-04,rho_F_repeated_3_steps,deeponet_skip_fourier,mean_energy,0.008652877105750271
0.0001,1e-04,training,deeponet_plain,best_val_loss,0.8167923606669396
0.0001,1e-04,training,deeponet_plain,best_epoch,3000
0.0001,1e-04,training,deeponet_skip,best_val_loss,0.13305040335676727
0.0001,1e-04,training,deeponet_skip,best_epoch,3000
0.0001,1e-04,training,deeponet_skip,omega_trained,0.6795311697793928
0.0001,1e-04,training,deeponet_skip_fourier,best_val_loss,0.08234047876767887
0.0001,1e-04,training,deeponet_skip_fourier,best_epoch,3000
0.0001,1e-04,training,deeponet_skip_fourier,omega_trained,0.7672567556263323
