epoch,train_loss,train_cgc,train_energy,val_total,val_cgc,val_energy,lr
0,0.13438142310757709,0.10371685620673281,0.30664566900844287,0.1339178356221063,0.10405051702163315,0.2986731860047314,0.001
750,0.12345806596399908,0.08871940097833575,0.34738664985663326,0.13424483527257722,0.10434236546579277,0.2990246980678445,0.001
1500,0.13754805054106034,0.10578279274130718,0.3176525779975316,0.13382579283122553,0.10408245231533288,0.2974334051589266,0.001
2250,0.13315601214736197,0.10348995073672235,0.2966606141063962,0.13399682142316216,0.10418646831972246,0.29810353103439713,0.001
3000,0.14499554334662335,0.11930291846438656,0.2569262488223679,0.13387433011541006,0.10408630150589482,0.2978802860951525,0.001
